path,prompt,short_prompt,labels,image_1_caption,image_2_caption,image_3_caption,resolution,aspect_ratio,fps,duration
clips/Girl with green eyes.mp4,"People: woman, DJ. Objects: headphones, necklaces, bracelets, sound mixer, DJ mixer. Actions: adjusting, focusing, operating, mixing. Emotions: focused, intense, engaged. Scenes: music production, DJ setting, music performance, DJ setup. Concepts: music, professionalism, creativity","People: woman, DJ. Objects: headphones, necklaces, bracelets, sound mixer, DJ mixer. Actions: adjust...","woman, DJ, headphones, necklaces, bracelets, sound mixer, DJ mixer, adjusting, focusing, operating, mixing, focused, intense, engaged, music production, DJ setting, music performance, DJ setup, music, professionalism, creativity","A woman with striking blue eyes and long braided hair is wearing headphones and appears focused on adjusting a sound mixer. She is adorned with multiple necklaces and bracelets, and a tattoo is visible on her arm.","A woman with striking blue eyes and long braided hair is wearing headphones and operating a DJ mixer. She is focused on her task, with her hands poised over the controls, suggesting she is deeply engaged in creating music.",,672x1312,21:41,30.0,5s
clips/Roe deer with friends.mp4,"People: figure with deer head, muscular character, knife-wielding character, humanoid figure, masked figure. Animals: deer. Nature: rain. Objects: red scarf, gold chains, knife, gold chain, leather jacket. Actions: walking, following. Emotions: confidence, intensity, mystery. Scenes: dramatic, mysterious, surreal, urban. Concepts: anthropomorphism, leadership, fantasy","People: figure with deer head, muscular character, knife-wielding character, humanoid figure, masked...","figure with deer head, muscular character, knife-wielding character, humanoid figure, masked figure, deer, rain, red scarf, gold chains, knife, gold chain, leather jacket, walking, following, confidence, intensity, mystery, dramatic, mysterious, surreal, urban, anthropomorphism, leadership, fantasy","In a dramatic scene under a rainy backdrop, a figure with a deer head and antlers walks confidently forward, flanked by two imposing characters. The central figure wears a red scarf and gold chains, exuding an air of authority and mystery.","A surreal scene features a humanoid figure with a deer head, adorned with a red scarf and gold chain, walking confidently. Flanked by two other figures, one resembling a muscular green character and another with a masked face, they stride across a wet, reflective surface. The atmosphere is mysterious and slightly ominous, enhanced by the dim lighting and rain.",,1080x1920,9:16,30.0,5s
clips/攀岩者.mp4,"People: woman, climber. Nature: canyon, river, cliff, sky, lightning. Objects: climbing gear, rock. Actions: climbing, shouting. Emotions: determination, intensity. Scenes: adventure, outdoor, extreme sports. Concepts: challenge, courage, adventure","People: woman, climber. Nature: canyon, river, cliff, sky, lightning. Objects: climbing gear, rock. ...","woman, climber, canyon, river, cliff, sky, lightning, climbing gear, rock, climbing, shouting, determination, intensity, adventure, outdoor, extreme sports, challenge, courage, adventure","A woman is seen climbing a rocky cliff, her expression intense and determined. Her hair is windswept, and she appears to be shouting or exerting effort. The background reveals a dramatic canyon with a river running through it, under a cloudy sky with a hint of lightning.","A woman is seen climbing a steep rock face, her expression intense and determined. Her hair is windswept, and she is dressed in rugged outdoor gear, suggesting a challenging adventure. The background reveals a dramatic canyon with a river below, shrouded in mist.",,704x1248,22:39,30.0,5s
clips/Sport car is driving.mp4,"Objects: sports car, buildings, street, headlights, streetlights. Actions: driving, speeding. Emotions: thrill, excitement. Scenes: urban, night, city street, nighttime. Concepts: speed, luxury, urban life","Objects: sports car, buildings, street, headlights, streetlights. Actions: driving, speeding. Emotio...","sports car, buildings, street, headlights, streetlights, driving, speeding, thrill, excitement, urban, night, city street, nighttime, speed, luxury, urban life","A sleek, green sports car speeds through a dimly lit urban street, with blurred golden lights reflecting off its polished surface. The motion blur emphasizes the car's rapid movement, creating a dynamic and thrilling atmosphere.","A sleek silver sports car speeds down a city street at night. The car's headlights illuminate the road ahead, while city lights blur in the background, emphasizing its swift movement.",,720x1280,9:16,30.0,5s
clips/Beach Girl.mp4,"People: girl, young woman, woman. Nature: beach, ocean, palm trees. Objects: swimsuit, jacket, shirt, clothing. Actions: sitting. Emotions: calm, content, contemplative, contentment, relaxation. Scenes: tropical, beach, tropical beach, beach scene. Concepts: relaxation, serenity, tranquility, vacation","People: girl, young woman, woman. Nature: beach, ocean, palm trees. Objects: swimsuit, jacket, shirt...","girl, young woman, woman, beach, ocean, palm trees, swimsuit, jacket, shirt, clothing, sitting, calm, content, contemplative, contentment, relaxation, tropical, beach, tropical beach, beach scene, relaxation, serenity, tranquility, vacation","A young girl with long blonde hair sits on a sandy beach, wearing a black swimsuit and a light jacket. She is surrounded by lush palm trees and the serene ocean, with sunlight casting gentle shadows around her. Her expression is calm and content, reflecting the peaceful atmosphere of the tropical setting.","A young woman with long blonde hair sits on a sandy beach, her knees drawn up to her chest. She wears a light blue shirt draped over her shoulders and gazes softly at the viewer, surrounded by the serene backdrop of palm trees and a calm ocean.","A young woman with long blonde hair sits on a sandy beach, leaning slightly forward with a gentle smile. She is wearing a light blue off-shoulder top, and the sun casts a warm glow on her skin as palm trees sway in the background.",1184x1728,37:54,30.0,10s
clips/Coffee break.mp4,"Objects: coffee cup, lamp, miniature counter, chalkboard menu, potted plants. Nature: sunflowers. Scenes: indoor, café, kitchen, cafe, home. Emotions: cozy, inviting, serenity, warmth. Concepts: miniature, warm lighting, relaxation, coziness. Actions: steaming","Objects: coffee cup, lamp, miniature counter, chalkboard menu, potted plants. Nature: sunflowers. Sc...","coffee cup, lamp, miniature counter, chalkboard menu, potted plants, sunflowers, indoor, café, kitchen, cafe, home, cozy, inviting, serenity, warmth, miniature, warm lighting, relaxation, coziness, steaming","A cozy indoor scene features a small wooden counter with miniature food items and a chalkboard menu. A takeaway coffee cup is prominently placed in the foreground, surrounded by vibrant sunflowers and potted plants. Warm lighting from a nearby lamp enhances the inviting atmosphere.","A cozy indoor scene features a steaming cup of coffee on a wooden table, surrounded by vibrant sunflowers and a small decorative kiosk. Warm sunlight filters through a window, casting a soft glow over the setting. The atmosphere is inviting and serene, perfect for a peaceful moment of relaxation.",,1248x1632,13:17,30.0,5s
clips/Rabbit Killer.mp4,"People: figure in costume, costumed figure. Animals: rabbit costume. Objects: knife, lights, tiles, rabbit costume. Actions: advancing, standing, holding, wielding, holding knife. Emotions: menacing, ominous, unsettling, sinister. Scenes: horror, hallway, corridor. Concepts: fear, threat, danger","People: figure in costume, costumed figure. Animals: rabbit costume. Objects: knife, lights, tiles, ...","figure in costume, costumed figure, rabbit costume, knife, lights, tiles, rabbit costume, advancing, standing, holding, wielding, holding knife, menacing, ominous, unsettling, sinister, horror, hallway, corridor, fear, threat, danger","A menacing figure in a rabbit costume stands in a dimly lit, decrepit hallway. The creature holds a blood-stained knife, casting an ominous shadow on the tiled floor. The scene is eerie, with flickering lights and a sense of impending danger.","A menacing figure dressed in a furry rabbit costume with glowing eyes advances down a dimly lit, grimy corridor. The creature wields a knife, casting a long shadow on the tiled floor. The scene is eerie and unsettling, with flickering lights adding to the tension.","A menacing figure in a rabbit costume with glowing eyes and a sinister grin advances down a dimly lit, decrepit hallway. The creature clutches a knife, casting a long shadow on the tiled floor. The setting is eerie, with flickering lights and peeling walls adding to the unsettling atmosphere.",1088x1888,34:59,30.0,10s
clips/Lunch break for mini constructor.mp4,"People: miniature figures, construction workers, miniature construction workers. Objects: frying pan, egg, hard hats, safety vests, tools. Actions: cooking, working, pouring, holding utensils. Emotions: playful, imaginative, humorous, whimsical. Scenes: construction site, kitchen, imaginative, creative, outdoor. Concepts: miniature, creativity, humor, construction, cooking","People: miniature figures, construction workers, miniature construction workers. Objects: frying pan...","miniature figures, construction workers, miniature construction workers, frying pan, egg, hard hats, safety vests, tools, cooking, working, pouring, holding utensils, playful, imaginative, humorous, whimsical, construction site, kitchen, imaginative, creative, outdoor, miniature, creativity, humor, construction, cooking","A whimsical scene depicts miniature construction workers in hard hats and vests gathered around a frying pan. They appear to be cooking an egg, using their tools to manage the task. The scene is creatively set to mimic a construction site, blending culinary and industrial themes.","The image depicts miniature construction workers seemingly cooking a fried egg in a pan. The workers are wearing orange safety vests and yellow hard hats, and they appear to be using construction tools to manipulate the egg. The scene is set in a playful and imaginative context, blending everyday cooking with construction work.","Miniature construction workers appear to be cooking an egg in a frying pan. The scene is set outdoors with a warm, golden light illuminating the figures. Steam rises from the pan, adding a sense of realism to the playful setup.",720x1280,9:16,30.0,10s
clips/Warrior Tiger.mp4,"People: humanoid figure, warrior. Animals: tiger. Nature: forest, trees. Objects: sword, armor. Actions: standing. Emotions: confidence. Scenes: fantasy, mystical. Concepts: power, magic, majesty","People: humanoid figure, warrior. Animals: tiger. Nature: forest, trees. Objects: sword, armor. Acti...","humanoid figure, warrior, tiger, forest, trees, sword, armor, standing, confidence, fantasy, mystical, power, magic, majesty","A majestic figure with the head of a tiger stands confidently in a mystical forest. Clad in ornate golden armor, they wield a glowing sword that emanates a powerful aura. The scene is illuminated by ethereal light and floating embers, adding to the magical atmosphere.","A majestic warrior with a tiger's head stands confidently in a mystical forest. Clad in ornate armor, they wield a glowing sword that radiates power. The scene is illuminated by ethereal light filtering through the trees, creating an otherworldly atmosphere.",,720x1280,9:16,30.0,5s
clips/Thoughtful.mp4,"People: person, young man. Objects: tablet, books, documents, floating pages, bookshelves. Actions: sitting, reading, using device. Emotions: focused, concentration, absorbed, engrossed. Scenes: indoor, mystical, digital, library, magical. Concepts: technology, magic, surreal, knowledge","People: person, young man. Objects: tablet, books, documents, floating pages, bookshelves. Actions: ...","person, young man, tablet, books, documents, floating pages, bookshelves, sitting, reading, using device, focused, concentration, absorbed, engrossed, indoor, mystical, digital, library, magical, technology, magic, surreal, knowledge","A person sits in a dimly lit room, surrounded by floating documents and a mystical blue aura emanating from a tablet. The scene conveys a sense of concentration and otherworldly energy as the individual appears deeply engrossed in the device.","A person sits cross-legged in a dimly lit room, absorbed in a glowing tablet. Ethereal blue smoke swirls around them, with floating pages suspended in the air.","A young man sits cross-legged in a dimly lit room, engrossed in a tablet. A swirling blue aura surrounds him, with floating pages and books adding a mystical element to the scene.",720x1280,9:16,30.0,10s
clips/Девушка с цветами.mp4,"People: person. Nature: flowers, trees, greenery. Objects: bouquet, car, peonies. Actions: walking, holding. Emotions: serene, serenity. Scenes: urban, street, outdoor, garden. Concepts: fog, rain, beauty, nature","People: person. Nature: flowers, trees, greenery. Objects: bouquet, car, peonies. Actions: walking, ...","person, flowers, trees, greenery, bouquet, car, peonies, walking, holding, serene, serenity, urban, street, outdoor, garden, fog, rain, beauty, nature",A person walks down a misty urban street holding an enormous bouquet of pink flowers. The scene is set against a backdrop of foggy weather and blurred city traffic.,"A person is holding a large bouquet of vibrant pink peonies, partially obscuring their face. The background is blurred, suggesting an outdoor setting with lush greenery.",,1080x1920,9:16,30.0,5s
clips/Pizza Women.mp4,"People: face, person. Objects: pizza, cheese, pepperoni. Actions: eating, holding. Emotions: enjoyment, satisfaction, bizarre, intriguing. Scenes: close-up, food, surreal. Concepts: culinary delight, sensory experience, fusion, artistic","People: face, person. Objects: pizza, cheese, pepperoni. Actions: eating, holding. Emotions: enjoyme...","face, person, pizza, cheese, pepperoni, eating, holding, enjoyment, satisfaction, bizarre, intriguing, close-up, food, surreal, culinary delight, sensory experience, fusion, artistic","A close-up image shows a person enjoying a slice of pizza, with gooey cheese stretching from the slice. The focus is on the mouth and the pizza, highlighting the texture and appeal of the melted cheese.","A surreal image depicts a human face partially covered with a layer of pepperoni pizza. The cheese and pepperoni slices blend seamlessly with the skin, creating a bizarre and intriguing visual effect.",,1080x1920,9:16,30.0,5s
clips/Clothing Model Video.mp4,"People: woman, person. Objects: shorts, t-shirt, shirt. Actions: standing. Emotions: neutral. Scenes: portrait, fashion, minimalist. Concepts: fashion, minimalism, clothing, back view","People: woman, person. Objects: shorts, t-shirt, shirt. Actions: standing. Emotions: neutral. Scenes...","woman, person, shorts, t-shirt, shirt, standing, neutral, portrait, fashion, minimalist, fashion, minimalism, clothing, back view","A young woman stands against a plain white background, wearing a purple t-shirt and black shorts. Her expression is neutral, and she is looking directly at the camera.","A person is standing with their back to the camera, wearing a purple shirt and black leather shorts. The background is a plain white wall, emphasizing the simplicity of the scene.",,800x1088,25:34,30.0,5s
clips/Love Gesture.mp4,"People: young woman, student. Objects: school uniform, backpack, tie. Actions: forming heart shape, hand gesture, heart shape. Emotions: happiness, calm, friendly, warm. Scenes: urban, city, outdoors. Concepts: youth, expression, evening","People: young woman, student. Objects: school uniform, backpack, tie. Actions: forming heart shape, ...","young woman, student, school uniform, backpack, tie, forming heart shape, hand gesture, heart shape, happiness, calm, friendly, warm, urban, city, outdoors, youth, expression, evening","A young woman stands in an urban setting, forming a heart shape with her hands. She wears a school uniform and smiles gently at the camera, with blurred city lights in the background.","A young woman in a school uniform stands outdoors, forming a heart shape with her hands. The background is softly blurred with colorful lights, suggesting an urban setting.",,832x1216,13:19,30.0,5s
clips/面膜.mp4,"People: woman, miniature figures, miniature workers. Objects: facial mask, towel, spa tools, bed, spa bed. Actions: facial treatment, miniature workers, applying mask, smoothing, miniature figures working. Emotions: relaxation, calm, serenity. Scenes: spa, surreal, fantasy. Concepts: care, imagination, whimsy, skincare","People: woman, miniature figures, miniature workers. Objects: facial mask, towel, spa tools, bed, sp...","woman, miniature figures, miniature workers, facial mask, towel, spa tools, bed, spa bed, facial treatment, miniature workers, applying mask, smoothing, miniature figures working, relaxation, calm, serenity, spa, surreal, fantasy, care, imagination, whimsy, skincare","A serene scene depicts a woman lying with her eyes closed, covered in a facial mask, while miniature figures appear to be working on her face and neck. The tiny workers, dressed in white, are engaged in various tasks, creating a whimsical and surreal atmosphere. The setting appears calm and spa-like, emphasizing relaxation and care.","A woman is lying down with her eyes closed, covered in a facial mask. Tiny figures dressed as workers are meticulously applying and smoothing the mask on her face and neck. The scene is surreal, blending elements of fantasy and beauty care.","A serene scene depicts a woman lying with a facial mask, surrounded by miniature figures dressed as spa attendants. These tiny figures are meticulously attending to her skin, creating a whimsical and surreal atmosphere. The setting suggests a spa environment, emphasizing relaxation and care.",1080x1920,9:16,30.0,10s
clips/Lama model slaying show.mp4,"People: model, audience. Animals: llama, llama costume. Objects: sunglasses, vest, costume. Actions: walking, modeling. Emotions: playful. Scenes: fashion show, runway. Concepts: creativity, humor, fashion, costume","People: model, audience. Animals: llama, llama costume. Objects: sunglasses, vest, costume. Actions:...","model, audience, llama, llama costume, sunglasses, vest, costume, walking, modeling, playful, fashion show, runway, creativity, humor, fashion, costume","A person dressed in a whimsical pink llama costume walks confidently down a runway. The costume features fluffy pink fur, a textured vest, and stylish sunglasses, creating a playful and eye-catching appearance.","A person dressed in a whimsical pink llama costume walks confidently down a runway. The outfit includes a fluffy pink fur suit, sunglasses, and a stylish vest, capturing the attention of the seated audience.",,1088x1856,17:29,30.0,5s
clips/Fashion model.mp4,"People: person, individual. Objects: jacket, pants, shoes, sunglasses. Actions: standing, posing. Emotions: confident, confidence. Scenes: fashion, studio. Concepts: style, minimalism, fashion","People: person, individual. Objects: jacket, pants, shoes, sunglasses. Actions: standing, posing. Em...","person, individual, jacket, pants, shoes, sunglasses, standing, posing, confident, confidence, fashion, studio, style, minimalism, fashion","A person stands confidently against a plain background, dressed in a stylish all-black outfit. They wear a black jacket, cropped pants, and shiny black shoes, complemented by dark sunglasses.","A stylish individual stands confidently against a plain white background, wearing a black jacket, cropped pants, and sunglasses. The person exudes a sense of modern fashion with their hands casually in their pockets.",,1088x1888,34:59,30.0,5s
clips/AI Avatar.mp4,"People: woman. Nature: flowers, leaves. Objects: necklace, earrings, earring. Emotions: calm, serene. Scenes: portrait. Concepts: beauty, nature, tranquility","People: woman. Nature: flowers, leaves. Objects: necklace, earrings, earring. Emotions: calm, serene...","woman, flowers, leaves, necklace, earrings, earring, calm, serene, portrait, beauty, nature, tranquility","A young woman with long, dark hair stands against a soft pink background, gazing directly at the camera. Her expression is calm and serene, with subtle makeup accentuating her natural features. A few green leaves and pink flowers frame the right side of the image, adding a touch of nature to the scene.","A young woman with long dark hair gazes directly at the camera, set against a soft pink background. Her expression is calm and serene, with subtle floral elements framing the image.",,1080x1920,9:16,30.0,5s
clips/Woman wearing burgundy velvet be.mp4,"People: woman. Objects: turtleneck, beret, chairs, plaid skirt, fishnet stockings. Actions: walking. Emotions: confidence. Scenes: outdoor cafe. Concepts: fashion, style. Nature: plants","People: woman. Objects: turtleneck, beret, chairs, plaid skirt, fishnet stockings. Actions: walking....","woman, turtleneck, beret, chairs, plaid skirt, fishnet stockings, walking, confidence, outdoor cafe, fashion, style, plants","A woman is confidently walking towards the camera, wearing a stylish outfit consisting of a cream turtleneck, a plaid skirt, and a red beret. She is in an outdoor cafe setting, with wooden chairs and tables visible in the background.","A woman is confidently walking towards the camera, wearing a stylish outfit consisting of a beige turtleneck, a red plaid skirt, and a red beret. The background suggests an outdoor cafe setting with wooden chairs and potted plants.",,1216x1632,38:51,30.0,5s
clips/Alien Descends to Earth.mp4,"Nature: beach, palm trees, sky, ocean. Objects: alien-like creature. Actions: hovering, running. Emotions: surreal, energetic, lively. Scenes: tropical, fantasy, beach. Concepts: contrast, serenity. Animals: animated creature","Nature: beach, palm trees, sky, ocean. Objects: alien-like creature. Actions: hovering, running. Emo...","beach, palm trees, sky, ocean, alien-like creature, hovering, running, surreal, energetic, lively, tropical, fantasy, beach, contrast, serenity, animated creature","A surreal scene unfolds on a tropical beach, where a small, alien-like creature hovers in mid-air between two palm trees. The turquoise ocean and clear blue sky create a serene backdrop, contrasting with the unusual presence of the creature.","A small, animated creature with large eyes is running on a sandy beach surrounded by palm trees. The bright blue sky and the tropical setting create a vibrant and lively atmosphere.",,1080x1920,9:16,30.0,5s
clips/Lollipop.mp4,"People: figures. Objects: lollipop, lips. Nature: mountains, body of water. Actions: running, jumping. Emotions: surreal, whimsical. Scenes: fantasy, surrealism, surreal landscape. Concepts: miniature world, artistic expression, surrealism","People: figures. Objects: lollipop, lips. Nature: mountains, body of water. Actions: running, jumpin...","figures, lollipop, lips, mountains, body of water, running, jumping, surreal, whimsical, fantasy, surrealism, surreal landscape, miniature world, artistic expression, surrealism","A surreal image depicts a close-up of lips holding a lollipop, which contains a miniature landscape scene. The lollipop features tiny figures running across a mountainous terrain under a clear sky.","A surreal image depicts a close-up of lips holding a lollipop, which contains a miniature landscape scene. The lollipop features tiny figures engaging in activities against a backdrop of mountains and a body of water.",,1280x1568,40:49,30.0,5s
clips/shepherd with love to doberman.mp4,"Animals: German Shepherd, Doberman puppy, puppy. Nature: grass. Actions: interacting, lying down, sitting, gazing. Emotions: affection, curiosity, companionship. Scenes: outdoor, playful, nature. Objects: collar. Concepts: bonding, friendship","Animals: German Shepherd, Doberman puppy, puppy. Nature: grass. Actions: interacting, lying down, si...","German Shepherd, Doberman puppy, puppy, grass, interacting, lying down, sitting, gazing, affection, curiosity, companionship, outdoor, playful, nature, collar, bonding, friendship","A large German Shepherd and a smaller Doberman puppy are playfully interacting on a grassy field. The German Shepherd is lying down, while the Doberman puppy looks up at it with curiosity and affection.","A German Shepherd and a small puppy sit closely together on a grassy field, gazing at each other with gentle expressions. The larger dog lies down while the puppy sits upright, creating a heartwarming scene of companionship.",,768x1152,2:3,30.0,5s
clips/踊るモルモット.mp4,"Animals: guinea pigs. Objects: sunglasses, clothing, bow ties. Nature: sky, clouds, trees. Scenes: urban, tourist attraction. Concepts: humor, whimsy, anthropomorphism. Emotions: playful, lighthearted, confident","Animals: guinea pigs. Objects: sunglasses, clothing, bow ties. Nature: sky, clouds, trees. Scenes: u...","guinea pigs, sunglasses, clothing, bow ties, sky, clouds, trees, urban, tourist attraction, humor, whimsy, anthropomorphism, playful, lighthearted, confident","Three guinea pigs wearing sunglasses stand confidently in front of a grand architectural structure, resembling the Sagrada Familia. The bright blue sky and detailed facade create a whimsical and humorous scene.","Three guinea pigs wearing sunglasses and bow ties pose confidently in front of the iconic Sagrada Familia. The majestic cathedral towers over them, creating a whimsical contrast between the animals and the architectural marvel. The clear blue sky and sunlight enhance the vibrant scene.",,1080x1920,9:16,30.0,5s
clips/cat world.mp4,"Animals: kitten. Objects: boat, fishing rod, fish. Nature: water, sunset. Actions: fishing. Emotions: focused, calm, serene, whimsical. Scenes: sunset, water, lake. Concepts: whimsy, serenity, tranquility, playfulness","Animals: kitten. Objects: boat, fishing rod, fish. Nature: water, sunset. Actions: fishing. Emotions...","kitten, boat, fishing rod, fish, water, sunset, fishing, focused, calm, serene, whimsical, sunset, water, lake, whimsy, serenity, tranquility, playfulness","A fluffy orange kitten sits in a small wooden boat, holding a fishing rod with a focused expression. The boat floats gently on a calm body of water, reflecting the warm glow of the sunset in the background.","A fluffy orange kitten is sitting in a small wooden boat on a calm body of water, holding a fishing rod. The background is a warm, golden sunset, casting a serene glow over the scene.",,1248x1632,13:17,30.0,5s
clips/workers and strawberry.mp4,"People: miniature workers. Objects: strawberries, ladders, helmets, uniforms. Actions: climbing, working. Emotions: playful, whimsical. Scenes: fantasy, surreal, miniature world. Concepts: imagination, miniature, surrealism","People: miniature workers. Objects: strawberries, ladders, helmets, uniforms. Actions: climbing, wor...","miniature workers, strawberries, ladders, helmets, uniforms, climbing, working, playful, whimsical, fantasy, surreal, miniature world, imagination, miniature, surrealism",The image depicts a whimsical scene where miniature workers in orange helmets and blue uniforms are climbing ladders placed against large strawberries. The workers appear to be engaged in a playful construction or harvesting activity on the vibrant red fruit.,"A whimsical scene depicts miniature construction workers climbing ladders to reach the tops of giant strawberries. The workers, dressed in blue uniforms and orange helmets, appear to be engaged in a playful task amidst the vibrant red fruit. The strawberries are detailed, with seeds and green leaves, creating a surreal and imaginative setting.",,720x1280,9:16,30.0,5s
clips/Rise of the Young Pyromancer.mp4,"People: young adventurer, warrior, young man, young warrior. Nature: forest, mist. Objects: flame, sword, medieval clothing, cloak. Actions: holding flame, standing. Emotions: determination, intense, determined. Scenes: fantasy, mystical, adventure. Concepts: magic, adventure, mysticism","People: young adventurer, warrior, young man, young warrior. Nature: forest, mist. Objects: flame, s...","young adventurer, warrior, young man, young warrior, forest, mist, flame, sword, medieval clothing, cloak, holding flame, standing, determination, intense, determined, fantasy, mystical, adventure, magic, adventure, mysticism","A young adventurer stands in a mystical forest, holding a flame in his hand. He wears rugged, medieval-style clothing and a sword is strapped to his back. The scene is illuminated by the warm glow of the fire, contrasting with the cool, misty background.","A young warrior stands in a mystical forest, holding a flame in his hand. His intense gaze and rugged attire suggest readiness for an adventure. The warm glow of the fire contrasts with the cool, misty background.","A young warrior stands in a dimly lit forest, holding a flame in his hand. His intense gaze is fixed forward, and he is dressed in rugged, medieval-style clothing with a sword strapped to his back.",1088x1888,34:59,30.0,10s
clips/My soft friend.mp4,"Animals: lamb, cat. Nature: grass, outdoor. Objects: house, fence. Emotions: calm, protective, content. Scenes: rural, backyard, garden, yard. Actions: embracing. Concepts: friendship, protection","Animals: lamb, cat. Nature: grass, outdoor. Objects: house, fence. Emotions: calm, protective, conte...","lamb, cat, grass, outdoor, house, fence, calm, protective, content, rural, backyard, garden, yard, embracing, friendship, protection","A fluffy white lamb and a large orange cat stand closely together in a grassy yard. The cat appears to be protectively watching over the lamb, with a house visible in the background.","A fluffy orange cat gently embraces a small white lamb in a grassy outdoor setting. The cat's expression is calm and protective, while the lamb looks content and relaxed.",,720x1280,9:16,30.0,5s
clips/Giant Snake Around Eiffel Tower.mp4,"People: solitary figure, person. Animals: giant snake, snake. Nature: barren trees, tree. Objects: Eiffel Tower, car. Actions: coiling, gazing, standing. Emotions: tension, wonder, ominous, eerie. Scenes: urban landscape, dystopian, urban. Concepts: surrealism, fantasy, apocalypse","People: solitary figure, person. Animals: giant snake, snake. Nature: barren trees, tree. Objects: E...","solitary figure, person, giant snake, snake, barren trees, tree, Eiffel Tower, car, coiling, gazing, standing, tension, wonder, ominous, eerie, urban landscape, dystopian, urban, surrealism, fantasy, apocalypse","A massive serpent is coiled around the Eiffel Tower, its body draped ominously over the iconic structure. Below, a solitary figure stands, gazing up at the surreal scene, surrounded by a desolate urban landscape.","A massive serpent is coiled around the Eiffel Tower, creating a surreal and ominous scene. A solitary figure stands at the base, gazing up at the spectacle. The sky is overcast, adding to the eerie atmosphere.",,1088x1888,34:59,30.0,5s
clips/Cute Cat does a belly dance.mp4,"Animals: kitten, mouse. Objects: jewelry, drum, lanterns, fez, carpet. Actions: playing, dancing, posing, playing drum, standing. Emotions: whimsical, playful, charming. Scenes: indoor, decorative, performance, festive. Concepts: enchantment, fantasy, magic, playfulness","Animals: kitten, mouse. Objects: jewelry, drum, lanterns, fez, carpet. Actions: playing, dancing, po...","kitten, mouse, jewelry, drum, lanterns, fez, carpet, playing, dancing, posing, playing drum, standing, whimsical, playful, charming, indoor, decorative, performance, festive, enchantment, fantasy, magic, playfulness","A fluffy orange kitten adorned with ornate jewelry stands on its hind legs, appearing to dance. Beside it, a small mouse wearing a red fez plays a drum, adding to the whimsical atmosphere.","A fluffy orange kitten adorned with ornate jewelry stands on a richly patterned carpet, raising its paws playfully. Beside it, a small mouse wearing a fez plays a drum, adding to the whimsical scene. The warm glow of hanging lanterns illuminates the background, creating a cozy and enchanting atmosphere.","A fluffy orange and white kitten stands on a richly patterned carpet, adorned with ornate jewelry. Beside it, a small mouse wearing a fez plays a drum, creating a whimsical and enchanting scene.",1080x1920,9:16,30.0,10s
clips/Kiláng Kúih Rāyā.mp4,"People: chefs, bakers, women. Objects: pastries, ovens, baking equipment, overhead lights, oven. Actions: baking, arranging, kneading, overseeing. Emotions: whimsical, busy, focused, industrious. Scenes: bakery, industrial kitchen, culinary setting. Concepts: miniature, fantasy, culinary art, cultural","People: chefs, bakers, women. Objects: pastries, ovens, baking equipment, overhead lights, oven. Act...","chefs, bakers, women, pastries, ovens, baking equipment, overhead lights, oven, baking, arranging, kneading, overseeing, whimsical, busy, focused, industrious, bakery, industrial kitchen, culinary setting, miniature, fantasy, culinary art, cultural","In a whimsical scene, chefs are depicted as miniature figures working in a bakery, surrounded by oversized pastries and industrial baking equipment. The setting is illuminated by large overhead lights, casting a warm glow over the bustling activity. The chefs are engaged in various tasks, from kneading dough to arranging baked goods.","In a bustling bakery, miniature chefs meticulously prepare an array of colorful pastries under the warm glow of industrial lamps. The scene is filled with vibrant confections, from neatly arranged pastries to intricately decorated cakes, all set against the backdrop of a large oven. Two women in traditional attire oversee the process, adding a cultural touch to the culinary setting.",,704x1248,22:39,30.0,5s
clips/crow woman.mp4,"People: mystical figure, figure. Animals: ravens. Objects: halo. Actions: hovering, glowing. Emotions: mystical, enigmatic, ethereal. Scenes: fantasy, surreal. Concepts: supernatural, contrast, celestial","People: mystical figure, figure. Animals: ravens. Objects: halo. Actions: hovering, glowing. Emotion...","mystical figure, figure, ravens, halo, hovering, glowing, mystical, enigmatic, ethereal, fantasy, surreal, supernatural, contrast, celestial","A mystical figure with vibrant red hair is surrounded by dark, enigmatic ravens. A glowing halo hovers above her head, while fiery red patterns illuminate her skin, creating a striking contrast against the dark background.","A striking figure with vibrant red hair is adorned with a glowing halo, surrounded by two dark ravens. The person's skin is illuminated by fiery red veins, creating a dramatic contrast against the dark background.",,1088x1888,34:59,30.0,5s
clips/Asian Model businesspresentation.mp4,"People: woman. Objects: tablet, blazer, desk. Actions: holding, gesturing. Emotions: engaged, confidence. Scenes: office, work environment, professional setting. Concepts: professionalism, business, communication","People: woman. Objects: tablet, blazer, desk. Actions: holding, gesturing. Emotions: engaged, confid...","woman, tablet, blazer, desk, holding, gesturing, engaged, confidence, office, work environment, professional setting, professionalism, business, communication","A professional woman sits at a desk, holding a tablet and looking confidently at the camera. She is dressed in a navy blazer, suggesting a business or office setting.","A professional woman in a navy blazer is seated at a desk, holding a tablet. She appears to be engaged in a conversation, gesturing with her hand.","A woman in a professional setting is seated at a desk, holding a tablet. She appears to be engaged in a conversation, gesturing with her hand.",832x1088,13:17,30.0,10s
