path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
video/girl dance,"zoom, sexy. sexy dance, hip dance, woman looking at screen, sexy dance, sexy, hands on hips, shadow effect, light effect, She has perfect hands, great hands down to every detail","zoom, sexy. sexy dance, hip dance, woman looking at screen, sexy dance, sexy, hands on hips, shadow effect, light effect, She has perfect hands, great hands down to every detail",36:55,1152x1760,30.0,5s,"dance, hip, woman, screen, hand, shadow, effect, detail"
video/Cat Love,cupid cat is flying above cats who are kissing,cupid cat is flying above cats who are kissing,34:59,1088x1888,30.0,5s,cat
video/steak dish with fresh vegetables,"""A whimsical miniature world where tiny workers in yellow helmets and overalls are busily constructing a mouthwatering beef steak dish with fresh vegetables, presented like a gourmet masterpiece. The scene unfolds like a bustling construction site—one worker climbs a ladder to carefully place a sprig of rosemary atop the perfectly seared steak, while others use tiny forklifts to transport cherry tomatoes and asparagus. Some workers are seasoning the meat with oversized salt and pepper shakers, while others grill delicate slices of vegetables with precision. A small crane lifts a pat of melting butter onto the sizzling steak, creating a rich, flavorful glaze. The warm glow of the kitchen lights enhances the exquisite textures, from the charred grill marks on the steak to the glistening freshness of the vegetables. The camera smoothly zooms in, capturing the intricate details of this imaginative and delicious world."",the camera rotates around the subject","""A whimsical miniature world where tiny workers in yellow helmets and overalls are busily constructing a mouthwatering beef steak dish with fresh vegetables, presented like a gourmet masterpiece. The scene unfolds like a bustling construction...",33:59,1056x1888,30.0,5s,"world, worker, helmet, overall, mouthwatering, beef, steak, dish"
video/Beautiful blonde fairy,"A fairy with sparkling pink wings floated above the lake, her hands moving gracefully as she controlled the swirling water currents around her, creating beautiful water patterns that flowed smoothly.","A fairy with sparkling pink wings floated above the lake, her hands moving gracefully as she controlled the swirling water currents around her, creating beautiful water patterns that flowed smoothly.",34:25,1088x800,30.0,10s,"fairy, wing, lake, hand, water, current, pattern"
video/A selfie woman in Shibuya,"4k video, high-quality, masterpiece; A Japanese woman dressed in pastel-colored clothing walks on the asphalt in the heat of midsummer, using a selfie stick to take photos of herself. In the end, she comes extremely close to our camera and shows a bright smile.","4k video, high-quality, masterpiece; A Japanese woman dressed in pastel-colored clothing walks on the asphalt in the heat of midsummer, using a selfie stick to take photos of herself. In the end, she comes extremely...",9:16,1080x1920,30.0,5s,"video, quality, masterpiece, woman, clothing, walk, asphalt, heat"
video/The bag flies down the street,"A luxurious mustard-yellow handbag hovers gracefully in midair, positioned prominently in front of the grand opera house. The bag remains perfectly still, its fine leather texture subtly catching the sunlight. A soft breeze gently moves its strap, adding a hint of motion. The background features the elegant architecture of the opera house, with pedestrians walking naturally in the distance, unaware of the surreal floating accessory. The camera begins with a **wide shot**, capturing both the hovering handbag and the magnificent building. Then, a **slow push-in** emphasizes the intricate details of the bag, drawing attention to its texture and metallic hardware. The lighting remains natural, enhancing the realism of the scene while maintaining a refined, cinematic composition.","A luxurious mustard-yellow handbag hovers gracefully in midair, positioned prominently in front of the grand opera house. The bag remains perfectly still, its fine leather texture subtly catching the sunlight. A soft breeze gently moves...",9:16,1080x1920,30.0,5s,"mustard, handbag, hover, midair, front, opera, house, bag"
video/Water,"The water engulfs the girl, her face is submerged.","The water engulfs the girl, her face is submerged.",9:16,720x1280,30.0,5s,"water, engulfs, girl, face"
video/the cat of Chef Nusret,"In front of the cat, a sizzling frying pan sits on high heat, and thick, juicy cuts of steak are searing to perfection. The cat performs a flambé technique, pouring alcohol into the pan and igniting it in a dramatic burst of flames. The fire rises briefly around the edges of the pan, illuminating the cat’s serious expression. The meat cooks with a rich golden-brown crust while natural juices bubble around the edges, creating a highly realistic, mouthwatering effect. The lighting is warm, emphasizing the texture of the meat, while the scene captures smooth, natural, and realistic motion.","In front of the cat, a sizzling frying pan sits on high heat, and thick, juicy cuts of steak are searing to perfection. The cat performs a flambé technique, pouring alcohol into the pan and...",9:16,1080x1920,30.0,5s,"front, cat, pan, heat, cut, steak, perfection, technique"
video/medieval stone archwa,"3D CGI rendering.Professional cinematic shot capturing a medieval stone archway draped in ivy, framing a view of a distant castle on a rocky hill surrounded by lush forest. The round wooden table in the foreground is covered with old books, a detailed map with a compass rose, and aged scrolls, illuminated by warm natural sunlight. The camera angle is low, focusing on the tabletop details while keeping the castle in sharp focus through the archway. High dynamic range, realistic depth of field, and smooth camera movement to enhance the fantasy, serene atmosphere of this medieval study overlooking the valley","3D CGI rendering.Professional cinematic shot capturing a medieval stone archway draped in ivy, framing a view of a distant castle on a rocky hill surrounded by lush forest. The round wooden table in the foreground...",9:16,1080x1920,30.0,5s,"cgi, shot, stone, archway, ivy, view, castle, hill"
video/Coffee raindrops into cup from c,Coffee raindrops into cup from cloud.,Coffee raindrops into cup from cloud.,13:17,832x1088,30.0,5s,"coffee, cup, cloud"
video/Tourist Cat,looking at the camera curiously.,looking at the camera curiously.,9:16,1080x1920,30.0,5s,camera
video/Hi sailor,Cô gái đứng nghiêm và chào theo kiểu quân đội,Cô gái đứng nghiêm và chào theo kiểu quân đội,36:55,1152x1760,30.0,5s,"cô, nghiêm, và, chào, theo, kiểu, quân, đội"
video/Bigg,"Generate a video of a microscopic baby giraffe, standing confidently on the tip of a human finger. The baby giraffe’s long neck is visible but still stubby, with small spots starting to form. The video should focus on the giraffe’s large eyes blinking curiously and its tiny hooves delicately placed on the fingertip. Highlight the giraffe’s light brown skin and the intricate texture of the fingertip. In the background, show a softly blurred African savanna that contrasts with the tiny scale of the giraffe.""","Generate a video of a microscopic baby giraffe, standing confidently on the tip of a human finger. The baby giraffe’s long neck is visible but still stubby, with small spots starting to form. The video...",9:16,1080x1920,30.0,5s,"video, baby, giraffe, tip, finger, neck, spot, eye"
video/orange cat,"an orange cat in a chef's hat prepares Asian rice in a multicooker.the camera is stationary,peaceful,neon light,rich details","an orange cat in a chef's hat prepares Asian rice in a multicooker.the camera is stationary,peaceful,neon light,rich details",9:16,1080x1920,30.0,5s,"cat, chef, hat, rice, camera, neon, light, detail"
video/fairies make pizza,Sel sprinkled on pizza. fairies are making pizza. there is a fire in the oven,Sel sprinkled on pizza. fairies are making pizza. there is a fire in the oven,9:16,1080x1920,30.0,5s,"sel, pizza, fairy, fire, oven"
video/Miniatur,"A giant handi of steaming chicken biryani is being excavated like a construction dig site. Tiny workers (1 inch tall) in yellow helmets use mini shovels to uncover layers of saffron-infused rice, while a crane lifts a whole, spice-coated chicken leg from the depths. A tiny excavator sprinkles crispy fried onions as garnish. In the background, a chef carefully plates the biryani, with a side of raita and lemon wedges.","A giant handi of steaming chicken biryani is being excavated like a construction dig site. Tiny workers (1 inch tall) in yellow helmets use mini shovels to uncover layers of saffron-infused rice, while a crane...",22:39,704x1248,30.0,10s,"handi, chicken, biryani, construction, dig, site, worker, inch"
video/Be dragon,"sunlight,simple background,vivid,Show man morph into a dragon,capture the subject's front videw,rich details,mysterious,candlelight,the camera follows the subject moving","sunlight,simple background,vivid,Show man morph into a dragon,capture the subject's front videw,rich details,mysterious,candlelight,the camera follows the subject moving",16:9,1280x720,30.0,5s,"sunlight, background, show, man, dragon, subject, videw, detail"
video/Dress Model,"The model walks forward gracefully, the dress swaying with each step. Her eyes lock onto the camera with a longing gaze, her lips curling into a soft, wistful smile. The camera follows her closely, capturing every subtle shift in her expression.As she turns, the fabric flows elegantly, and her gaze deepens, her smile fading into a contemplative look. Her eyes remain fixed on the camera, her microexpressions—a slight furrow of the brow, a gentle lift of the chin—conveying a quiet intensity.She pauses, swaying gently, the dress responding in soft, flowing arcs. The camera stays focused on her face, catching every nuanced shift—each movement and expression filled with emotion and grace.She resumes walking, adding a slight twirl. The dress lifts and cascades gracefully as her eyes remain locked on the camera, her expression filled with subtle tension and longing.","The model walks forward gracefully, the dress swaying with each step. Her eyes lock onto the camera with a longing gaze, her lips curling into a soft, wistful smile. The camera follows her closely, capturing...",9:16,720x1280,30.0,10s,"model, dress, step, eye, camera, longing, gaze, lip"
video/Succubus,"Imagine a seductive succubus sitting confidently in a dark, opulent chamber. She has elegantly curved horns, pointed ears, and piercing eyes that glimmer with an unnatural red glow. Her clothing is made of intricately detailed lace, accentuating her alluring figure, and her bat-like wings are partially spread behind her. The setting is dimly lit, with soft, ambient lighting in rich red and blue hues that casts dramatic highlights and shadows, giving the scene an alluring yet ominous atmosphere. The camera captures her regal posture and commanding gaze, emphasizing her dark, supernatural beauty. She exudes an aura of mystery, power, and allure, with a slight smile that hints at her dangerous intentions.","Imagine a seductive succubus sitting confidently in a dark, opulent chamber. She has elegantly curved horns, pointed ears, and piercing eyes that glimmer with an unnatural red glow. Her clothing is made of intricately detailed...",9:16,1080x1920,30.0,5s,"succubus, chamber, horn, ear, eye, glow, clothing, lace"
video/Wakeup!,"Beautiful redhead woman waking up from sleep. She suddenly opens her big blue eyes, and she stares at the camera for a while.","Beautiful redhead woman waking up from sleep. She suddenly opens her big blue eyes, and she stares at the camera for a while.",1:1,1440x1440,30.0,5s,"woman, sleep, eye, camera, while"
video/Runway Dinosaur,"The dinosaur walks with bold, natural and realistic motion, exuding attitude in every step. Its tail sways powerfully behind, accentuating its leather-clad appearance. The dinosaur glances towards the audience, flashing a toothy smirk as the runway lights highlight the shine of its jacket.","The dinosaur walks with bold, natural and realistic motion, exuding attitude in every step. Its tail sways powerfully behind, accentuating its leather-clad appearance. The dinosaur glances towards the audience, flashing a toothy smirk as the...",9:16,1080x1920,30.0,5s,"dinosaur, motion, attitude, step, tail, leather, appearance, audience"
video/Happy baby boy and black cat,"Happy baby boy, jumping cheerfully and quickly with a black cat and they both jump high, spread their legs, paws, jump, they alsohigh, spread their legs, paws, jump, they also sometimes look at each other and clap their hands synchronously","Happy baby boy, jumping cheerfully and quickly with a black cat and they both jump high, spread their legs, paws, jump, they alsohigh, spread their legs, paws, jump, they also sometimes look at each other...",9:16,720x1280,30.0,5s,"baby, boy, cat, leg, paw, jump, hand"
video/Alien interview,"the alien is talking to the camera, pointing at this UFO in the background","the alien is talking to the camera, pointing at this UFO in the background",16:9,1280x720,30.0,5s,"alien, camera, ufo, background"
video/Adventurous Vibe!,The panda surf with dangerous stunt on the sea,The panda surf with dangerous stunt on the sea,9:16,1080x1920,30.0,10s,"panda, surf, stunt, sea"
video/hamburger,"A dynamic video capturing a surreal street scene with cranes lifting a giant burger on a busy urban street. The camera simulates handheld mobile perspective with fine shivers and natural zoom movements that someone typically needs to be shot while moving. The hamburger swings slightly back and forth and one of the chains breaks off, reacts realistically to the movement of the crane, and with the chains pulling tense and loose as a response. The lighting in the hamburger matches the cloudy sky, soft, scattered shadows and highlights that naturally mix into the environment. The street below is the carriage that moves in the background while pedestrians stop to watch and bring life to the scene.",A dynamic video capturing a surreal street scene with cranes lifting a giant burger on a busy urban street. The camera simulates handheld mobile perspective with fine shivers and natural zoom movements that someone typically...,9:16,1080x1920,30.0,10s,"video, street, scene, crane, burger, camera, simulate, perspective"
video/delivery is coming,"They work the just like some logistics working, looks so realistic, ang engaging,","They work the just like some logistics working, looks so realistic, ang engaging,",1:1,960x960,30.0,5s,"logistic, ang"
video/Hygge bedroom,"Cozy room in the middle of stormy rain, Strong wind, trees shaking violently","Cozy room in the middle of stormy rain, Strong wind, trees shaking violently",22:39,704x1248,30.0,5s,"room, middle, rain, wind, tree"
video/product publicity,acest video este o publicitate a inelului de aur care se rotește liniștit in compoziția cu flori roz. senzația si atmosfera de lux . lumina este naturala,acest video este o publicitate a inelului de aur care se rotește liniștit in compoziția cu flori roz. senzația si atmosfera de lux . lumina este naturala,9:16,1080x1920,30.0,5s,"acest, video, este, o, inelului, aur, care, se"
video/Swimming vibes,"Two bunnies wearing transparent bubble helmets swimming under the sea and chasing each other playing. Schools of colorful fish swim around it, and a curious octopus peeks out from behind a coral.","Two bunnies wearing transparent bubble helmets swimming under the sea and chasing each other playing. Schools of colorful fish swim around it, and a curious octopus peeks out from behind a coral.",9:16,1080x1920,30.0,10s,"bunny, bubble, helmet, sea, playing, school, fish, octopus"
video/mini worker at the food,several miniature humans moving and working with their respective tools,several miniature humans moving and working with their respective tools,5:7,800x1120,30.0,5s,"human, tool"
video/Haute couture show,"A cinematic Schiaparelli haute couture show combining surrealism with haute couture. The model stands with an ethereal yet commanding presence, exuding confidence and mystery. The camera shows a close-up of the intricate details of the outfit, then gently pulls back to reveal the entire look. At this point, the flowers adorning the outfit behave as if alive, becoming weightless and flying away from the outfit as they strive to move apart. The flowers are shown blurring in motion. The model continues posing in the outfit without flowers. The slow motion effect conveys the fluidity of the fabric and the sparkling metallic elements reflecting the light. The hair moves in the breeze. The camera alternates between low angle shots. The catwalk is atmospheric, in the Schiaparella aesthetic. Cinematic light","A cinematic Schiaparelli haute couture show combining surrealism with haute couture. The model stands with an ethereal yet commanding presence, exuding confidence and mystery. The camera shows a close-up of the intricate details of the...",16:31,1024x1984,30.0,10s,"schiaparelli, haute, couture, show, surrealism, model, presence, confidence"
video/The Epic Spaghetti Build,"tiny chefs busily work together, preparing an enormous dish far bigger than themselves. A group stands on small ladders, carefully sprinkling spices from spoons as big as buckets. On the other side, a few are using tiny shovels to stir a steaming pot of soup, its aroma filling the air. Some hurry to push vegetable slices as large as carpets into a sizzling pan, while others climb up long noodle strands, arranging them neatly on the plate.","tiny chefs busily work together, preparing an enormous dish far bigger than themselves. A group stands on small ladders, carefully sprinkling spices from spoons as big as buckets. On the other side, a few are...",3:2,1152x768,30.0,10s,"chef, dish, group, ladder, spice, spoon, bucket, side"
video/Futuristic Robot,"robot giving dumbs up, detailed fingers, camera panning to the right, Ultra-high definition, vibrant and crystal-clear visuals. Cinematic masterpiece with impeccable detail in every frame. Perfectly smooth motion, flowing with seamless transitions. Rich and vivid colors, beautifully balanced for an immersive experience. Flawless lighting that enhances every texture and surface. Bright and sharp visuals, maintaining perfect focus throughout. Elegant camera movements, smooth and stable tracking shots. Ultra-realistic depth of field with stunning background separation. High-quality, natural skin tones, radiant and well-balanced. Cinematic slow motion with perfect fluidity and no jitter. Impeccable exposure with a perfect balance of highlights and shadows. Gorgeous bokeh effect with silky smooth focus transitions. Vibrant color grading that enhances every scene beautifully. IMAX-level clarity, with stunning precision and sharpness. Seamless camera pans and zooms with fluid, precise motion. Perfectly dynamic lighting that accentuates every shot. Rich and detailed textures with sharp, clear definition. High frame rate for buttery-smooth visuals and lifelike motion. Perfectly executed cinematic lighting with deep contrast.","robot giving dumbs up, detailed fingers, camera panning to the right, Ultra-high definition, vibrant and crystal-clear visuals. Cinematic masterpiece with impeccable detail in every frame. Perfectly smooth motion, flowing with seamless transitions. Rich and vivid...",1:1,1440x1440,30.0,5s,"robot, dumb, finger, camera, panning, right, definition, crystal"
video/dress,"This is a gown inspired by coral reefs, with soft, flowing fabric that mimics ocean currents. The upper part of the dress hardens into intricate, translucent coral-like formations, while the lower half moves like gentle waves. The bio-fabric shifts colors from deep ocean blues to glowing neon greens, giving the illusion of underwater movement.","This is a gown inspired by coral reefs, with soft, flowing fabric that mimics ocean currents. The upper part of the dress hardens into intricate, translucent coral-like formations, while the lower half moves like gentle...",9:16,1080x1920,30.0,5s,"gown, reef, fabric, mimic, ocean, current, part, dress"
video/Epic stardown,"staredown of an angel with the devil Angel starts a bit smiling at the end ,the camera rotates around the subject","staredown of an angel with the devil Angel starts a bit smiling at the end ,the camera rotates around the subject",37:54,1184x1728,30.0,10s,"angel, devil, bit, end, camera, subject"
video/Food scene surreal miniatures,"the camera rotates around the subject,Food scene surreal: miniatures shef figures cutting with their tools soft cakes.","the camera rotates around the subject,Food scene surreal: miniatures shef figures cutting with their tools soft cakes.",34:59,1088x1888,30.0,10s,"camera, subject, food, scene, miniature, figure, tool, cake"
video/The Spaghetti Dance,"A couple made entirely of pasta gracefully dances ballroom style on a plate of spaghetti. The figures move elegantly, twirling and swaying in sync as if floating effortlessly. Their pasta bodies swirl and flow, mimicking the curves and motions of real dancers. The setting is a cozy, warmly lit Italian kitchen, with a soft, romantic glow illuminating the scene. Steam rises gently from the pasta, adding a dreamy effect, while tiny pasta shapes float around like confetti, enhancing the magical atmosphere. The couple performs dips, spins, and lifts with fluid movements, expressing joy and passion in every step","A couple made entirely of pasta gracefully dances ballroom style on a plate of spaghetti. The figures move elegantly, twirling and swaying in sync as if floating effortlessly. Their pasta bodies swirl and flow, mimicking...",1:2,704x1408,30.0,10s,"couple, pasta, style, plate, spaghetti, figure, sync, body"
video/tiny workers & juicy steak,"A video of tiny workers carefully preparing a giant, juicy steak. One hammers seasoning into the meat, another sprinkles parmesan from a rope, while others add final garnishes. Warm lighting and rich textures create a delicious, cinematic feel.","A video of tiny workers carefully preparing a giant, juicy steak. One hammers seasoning into the meat, another sprinkles parmesan from a rope, while others add final garnishes. Warm lighting and rich textures create a...",9:16,1080x1920,30.0,5s,"video, worker, steak, hammer, meat, parmesan, rope, other"
video/Fantastic,"Add a mystical effect: the laptop screen begins to glow, and a magical radiance slowly emerges from it. The woman looks at it in surprise, while the surrounding café gradually transforms into a fantastical landscape.","Add a mystical effect: the laptop screen begins to glow, and a magical radiance slowly emerges from it. The woman looks at it in surprise, while the surrounding café gradually transforms into a fantastical landscape.",9:16,1080x1920,30.0,10s,"effect, laptop, screen, radiance, woman, surprise, café, landscape"
video/Miko riddding his motorbike,"The cat , with his glasses perched on his nose, rides his scooter through a quiet neighborhood, his paws gripping the handlebars firmly. His tail sways in the wind as he speeds along the road, the pack of noodles sitting safely in the front basket. The camera zooms in on his face, showing excitement as he nears his home.","The cat , with his glasses perched on his nose, rides his scooter through a quiet neighborhood, his paws gripping the handlebars firmly. His tail sways in the wind as he speeds along the road,...",16:9,1920x1080,30.0,5s,"cat, glass, nose, scooter, neighborhood, paw, handlebar, tail"
video/ポメラニアンが水沢うどんを食べている,"A fluffy white Pomeranian is eating kitsune udon noodles with condiments and fried tofu in a beautiful dining room, blowing on the hot food with chopsticks. The dog is in the back, creating a bright, cozy and pleasant atmosphere.","A fluffy white Pomeranian is eating kitsune udon noodles with condiments and fried tofu in a beautiful dining room, blowing on the hot food with chopsticks. The dog is in the back, creating a bright,...",22:39,704x1248,30.0,10s,"pomeranian, kitsune, udon, noodle, condiment, tofu, dining, room"
video/Indian Woman Diwali,"A visually stunning masterpiece scene in ultra-high resolution of a stunningly gorgeous, supermodel-like woman with flawless, porcelain-like skin, smooth and luminous as if sculpted by the finest artist. Her face is defined by subtle, intricate details: perfectly arched brows, high cheekbones, perfect body aesthetics and delicate features that exude both elegance and strength. Her luminous skin has a soft, ethereal glow, emphasizing her beauty in every facet. tall, stunning woman with a graceful desirable posture and radiant smile, her extraordinarily long dark hair cascading down her back in intricate, glossy waves, adorned with delicate jasmine flowers interwoven throughout. She is dressed in an exquisite traditional Lahenga, vibrant crimson fabric with golden threadwork that shimmers under the ambient light, highlighting the subtle patterns of paisley and floral motifs woven into the fabric. blouse is fitted, complementing her desirable figure, with elbow-length sleeves and a delicate gold border. opulent gold jewelry: an ornate maang tikka sits perfectly on her forehead, a pair of intricate jhumka earrings sway gently, a heavy, layered gold necklace rests elegantly on her collarbone, & multiple gold bangles on her wrists. She kneels stylishly on a stone floor in front of Diwali style flower carpet- Rangoli vibrant flower petals — a mix of deep yellow marigolds, soft pink rose petals, & tiny white jasmine & Diwali fire lamps. Night-time Diwali festivities & fireworks in the background.","A visually stunning masterpiece scene in ultra-high resolution of a stunningly gorgeous, supermodel-like woman with flawless, porcelain-like skin, smooth and luminous as if sculpted by the finest artist. Her face is defined by subtle, intricate...",29:67,928x2144,30.0,5s,"masterpiece, scene, resolution, woman, flawless, porcelain, skin, artist"
video/beautiful girl,"Posing for photos, random pose ,smoothly movement , realistic movement","Posing for photos, random pose ,smoothly movement , realistic movement",22:39,704x1248,30.0,10s,"photo, pose, movement"
video/Catworld,"Video realistic high quality: The pilot cat: Sitting inside a toy airplane, a cat appears focused while “piloting.” The camera moves as if flying alongside. Suddenly, the plane crashes into a tower of boxes. The camera shakes upon impact, and the cat peeks its head out of the plane with a guilty expression.","Video realistic high quality: The pilot cat: Sitting inside a toy airplane, a cat appears focused while “piloting.” The camera moves as if flying alongside. Suddenly, the plane crashes into a tower of boxes. The...",22:39,704x1248,30.0,5s,"video, quality, pilot, cat, toy, airplane, camera, move"
video/Giant croissant!,mini people working busily,mini people working busily,9:16,1080x1920,30.0,5s,people
video/MEO CAM 1 ORANG CAT 1,"A cat is running on a treadmill for exercise, its face struggling and meowing loudly.","A cat is running on a treadmill for exercise, its face struggling and meowing loudly.",25:34,800x1088,30.0,5s,"cat, treadmill, exercise, face"
video/miniature astronaut juicy world,"A group of tiny astronauts explore a glowing, magical fruit planet. The ground is made of soft pastry-like sand, with rivers of flowing golden-orange juice. The astronauts carefully scoop the juice into small glowing cups, examining its texture. In the background, banana-shaped rockets slowly hover in the sky, while strawberry trees sway gently. The pineapple towers shimmer as tiny sparkling lights flicker within their textured surfaces. Small citrus slices float on the juice rivers, carried by the current. The atmosphere is dreamy, with a soft golden glow illuminating the sky. The tiny astronauts move smoothly, adjusting their visors, pointing at floating fruits, and communicating with one another. The camera glides slowly, revealing more details of this whimsical fruit universe","A group of tiny astronauts explore a glowing, magical fruit planet. The ground is made of soft pastry-like sand, with rivers of flowing golden-orange juice. The astronauts carefully scoop the juice into small glowing cups,...",9:16,720x1280,30.0,5s,"group, astronaut, fruit, planet, ground, pastry, sand, river"
video/Commercial Video of Ring,"the camera follows the subject moving ,Shallow Depth of Field","the camera follows the subject moving ,Shallow Depth of Field",16:9,1280x720,30.0,5s,"camera, subject, depth, field"
video/sóng vỗ,"Create a minimalist video featuring only the movement of water. The water should move slowly, gently, and smoothly, conveying a sense of elegance and purity. This could include rippling waves, water droplets creating expanding circles, or subtle water currents reflecting light. No complex elements—just the natural, calming motion of water.","Create a minimalist video featuring only the movement of water. The water should move slowly, gently, and smoothly, conveying a sense of elegance and purity. This could include rippling waves, water droplets creating expanding circles,...",2:3,768x1152,30.0,5s,"video, movement, water, sense, elegance, purity, wave, droplet"
video/Workers are working with eggs,Workers are working with eggs,Workers are working with eggs,38:51,1216x1632,30.0,5s,"worker, egg"
video/an elegant cocktail glass filled,"A cinematic, slow-motion 360-degree rotating shot of an elegant cocktail glass filled with a glowing, electric blue liquid. Ethereal, wispy smoke rises gently from the surface, swirling naturally in a slow, mesmerizing motion. The background remains blurred, featuring warm, soft bokeh lights to enhance the contrast between the neon blue drink and the dark ambient setting. The camera movement is ultra-smooth, maintaining a sophisticated and immersive atmosphere while focusing on the intricate details of the shimmering liquid and the slow, hypnotic movement of the vapor.","A cinematic, slow-motion 360-degree rotating shot of an elegant cocktail glass filled with a glowing, electric blue liquid. Ethereal, wispy smoke rises gently from the surface, swirling naturally in a slow, mesmerizing motion. The background...",9:16,1080x1920,30.0,5s,"motion, degree, rotating, shot, cocktail, glass, liquid, ethereal"
video/selfie time,she looking at camera and take a handheld selfie photo.,she looking at camera and take a handheld selfie photo.,33:59,1056x1888,30.0,5s,"camera, selfie, photo"
video/Magic Spell,"Drone camera shot, flying around the woman as the energy flows around her","Drone camera shot, flying around the woman as the energy flows around her",17:29,1088x1856,30.0,5s,"drone, camera, shot, woman, energy"
video/Cute mouse on duck,the rubber duck sways slowly and naturally on the water. the mouse on the rubber duck blinks its wide eyes naturally and tilts its head slightly. It's expression showing curiosity and calmness. Natural and realistic motion.,the rubber duck sways slowly and naturally on the water. the mouse on the rubber duck blinks its wide eyes naturally and tilts its head slightly. It's expression showing curiosity and calmness. Natural and realistic...,9:16,1080x1920,30.0,5s,"rubber, duck, sway, water, mouse, eye, head, expression"
video/People in small countries are ma,Miniature miners are working hard in a chocolate factory,Miniature miners are working hard in a chocolate factory,9:16,720x1280,30.0,5s,"miner, chocolate, factory"
video/Zodiac sign as human,"Like a one-take shot,the camera zooms in,Constellation ㅑ","Like a one-take shot,the camera zooms in,Constellation ㅑ",9:16,1080x1920,30.0,5s,"take, shot, camera, zoom, constellation, ㅑ"
video/cat eating pizza,"An absurdly fat kitten, so huge that his body looks like a giant ball of fluffy, soft fur, taking up almost all the space around him. He is sitting with his tiny paws stretched out, barely reaching the ground because of his enormous belly. In his mouth, he is biting into a massive slice of pizza, with gooey melted cheese, pepperoni, and mushrooms sliding off the sides. The kitten chews with an expression of pure happiness, while his fat cheeks jiggle from the effort. Around him, several pizza boxes are scattered, as if he has already devoured a ton. The background is a surreal pizza parlor scene, with giant pizza slices and soda cups floating in the air.","An absurdly fat kitten, so huge that his body looks like a giant ball of fluffy, soft fur, taking up almost all the space around him. He is sitting with his tiny paws stretched out,...",11:21,704x1344,30.0,5s,"kitten, body, ball, fur, space, paw, ground, belly"
video/cup of coffee,"Photorealistic macro of a bubbling cup of coffee, where tiny deep-sea divers in wetsuits are exploring the surface as if it were a vast, swirling ocean.","Photorealistic macro of a bubbling cup of coffee, where tiny deep-sea divers in wetsuits are exploring the surface as if it were a vast, swirling ocean.",16:9,1920x1080,30.0,5s,"macro, cup, coffee, sea, diver, wetsuit, surface, ocean"
video/Yellow leggings,"Her body rocks back and forth from left to right with a lively, energetic motion.","Her body rocks back and forth from left to right with a lively, energetic motion.",25:34,800x1088,30.0,5s,"body, right, motion"
video/3D-рендеринг,"3D rendering, red lipstick unfolding into a red rose made of ice, extremely close-up view, neon lighting, C4D, black background, Octane Render, Unreal Render, volumetric lighting, GLSL, FXAA, super detailed, SSAO, FXAA, RTX, VFX","3D rendering, red lipstick unfolding into a red rose made of ice, extremely close-up view, neon lighting, C4D, black background, Octane Render, Unreal Render, volumetric lighting, GLSL, FXAA, super detailed, SSAO, FXAA, RTX, VFX",9:16,1080x1920,30.0,5s,"3d, rendering, lipstick, rose, ice, view, neon, lighting"
video/Dancing Cat,"Cat shaking legs in disco, boots jumping in disco rythm, camera stady","Cat shaking legs in disco, boots jumping in disco rythm, camera stady",9:16,720x1280,30.0,10s,"cat, leg, disco, boot, rythm, camera, stady"
video/Hatsune Miku rabbit,Hatsune Miku is surrounded by a group of little white rabbits,Hatsune Miku is surrounded by a group of little white rabbits,9:16,1080x1920,30.0,5s,"hatsune, miku, group, rabbit"
video/The woman and the lanterns,"The woman turns her head and smiles at the camera, the lanterns behind her fluttering slightly in the air.","The woman turns her head and smiles at the camera, the lanterns behind her fluttering slightly in the air.",2:3,768x1152,30.0,5s,"woman, head, camera, lantern, air"
video/sparkling water strawbrry flavor,"A slow-motion cinematic shot of a refreshing fizzy drink being poured into a glass filled with ice cubes and fresh strawberry slices. The camera starts from a top-down perspective and slowly zooms in, stabilizing smoothly as bubbles rise and dance around the fruit. The liquid sparkles as it flows, creating an immersive and refreshing visual experience. Soft lighting enhances the pinkish aesthetic, making the scene look vibrant and enticing.","A slow-motion cinematic shot of a refreshing fizzy drink being poured into a glass filled with ice cubes and fresh strawberry slices. The camera starts from a top-down perspective and slowly zooms in, stabilizing smoothly...",34:59,1088x1888,30.0,5s,"motion, shot, drink, glass, ice, cube, strawberry, slice"
video/Aquatic Harmony,"A handheld shot captures the robot as it briefly turns its head toward the sunlight, then shifts left and right. Inside its helmet, aquatic plants sway rhythmically while fish glide in arcs of light, golden fish swirling upward toward the top. Bubbles drift slowly to the surface as the forest foliage blurs softly, swaying gently in the breeze, while sunlight reflects off the glass and shimmers faintly.","A handheld shot captures the robot as it briefly turns its head toward the sunlight, then shifts left and right. Inside its helmet, aquatic plants sway rhythmically while fish glide in arcs of light, golden...",13:17,832x1088,30.0,10s,"shot, robot, head, sunlight, shift, helmet, plant, fish"
