path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels,image_1_caption,image_2_caption,image_3_caption
clips/not_filtered/AnimaLaPiccolaGiraffaMentre.mp4,"Animals: giraffe. Nature: savannah, sunset. Objects: hand. Emotions: whimsical, magical, gentle. Scenes: fantasy, nature. Concepts: miniature, surreal, interaction. Actions: standing","Animals: giraffe. Nature: savannah, sunset. Objects: hand. Emotions: whimsical, magical, gentle. Sce...",,,,,"giraffe, savannah, sunset, hand, whimsical, magical, gentle, fantasy, nature, miniature, surreal, interaction, standing","A tiny giraffe stands delicately on a human palm, bathed in warm, golden light. The background features a blurred savannah landscape, enhancing the surreal nature of the scene.","A tiny, adorable giraffe stands gracefully in the palm of a human hand, set against a warm, sunlit savannah background. The scene captures a whimsical blend of nature and fantasy, highlighting the gentle interaction between human and animal.",
clips/not_filtered/DynamicShotOfAGoat.mp4,"People: humanoid, soldier. Animals: goat. Nature: rocks, cliffs, mountains. Objects: rifle, military gear, camouflage clothing. Actions: standing, climbing, navigating. Emotions: mysterious. Scenes: outdoor, fantasy, mountainous terrain, military operation. Concepts: surrealism, juxtaposition, fantasy","People: humanoid, soldier. Animals: goat. Nature: rocks, cliffs, mountains. Objects: rifle, military...",,,,,"humanoid, soldier, goat, rocks, cliffs, mountains, rifle, military gear, camouflage clothing, standing, climbing, navigating, mysterious, outdoor, fantasy, mountainous terrain, military operation, surrealism, juxtaposition, fantasy","A surreal scene depicts a humanoid figure with a goat's head dressed in military gear, standing between rocky cliffs. The figure holds a rifle and is equipped with tactical gear, creating a juxtaposition of animal and human elements. The setting is rugged and misty, adding to the mysterious atmosphere.","A surreal image depicts a soldier with the head of a goat navigating a rocky terrain. The figure is dressed in full military gear, including camouflage clothing and tactical equipment, while holding a rifle. The background features rugged cliffs and a misty atmosphere, adding to the mysterious ambiance.",
clips/not_filtered/Car Running on water.mp4,"Objects: sports car, water, beach. Actions: driving, splashing. Emotions: exhilaration. Scenes: sunset, beach. Concepts: luxury, speed","Objects: sports car, water, beach. Actions: driving, splashing. Emotions: exhilaration. Scenes: suns...",,,,,"sports car, water, beach, driving, splashing, exhilaration, sunset, beach, luxury, speed","A sleek, golden sports car drives along a beach with water splashing around its wheels. The sunset in the background casts a warm glow over the scene, reflecting off the car's shiny surface.","A sleek, gold sports car speeds along the shoreline, splashing through shallow water. The setting sun casts a warm glow over the scene, highlighting the car's aerodynamic design.",
clips/not_filtered/„EinMannNähertSichSeinem.mp4,"People: man, person. Objects: car, pavement. Actions: standing, moving, struggling, flooding. Emotions: neutral, panic, fear. Scenes: outdoor, parking, disaster, flood. Concepts: transportation, weather, danger, emergency","People: man, person. Objects: car, pavement. Actions: standing, moving, struggling, flooding. Emotio...",,,,,"man, person, car, pavement, standing, moving, struggling, flooding, neutral, panic, fear, outdoor, parking, disaster, flood, transportation, weather, danger, emergency","A man stands beside a silver car parked on a wet, paved area. He appears to be in motion, possibly exiting or entering the vehicle.","A person is caught in a turbulent flood, struggling against the force of the water. A partially submerged car is visible in the background, indicating the severity of the situation.",
clips/not_filtered/ACatWearingASuit.mp4,"Animals: cat. Objects: glasses, suit, papers. Actions: walking, standing. Emotions: confident, serious. Scenes: office. Concepts: anthropomorphism, business, humor","Animals: cat. Objects: glasses, suit, papers. Actions: walking, standing. Emotions: confident, serio...",,,,,"cat, glasses, suit, papers, walking, standing, confident, serious, office, anthropomorphism, business, humor","A humanoid cat with orange fur and large blue eyes is dressed in a professional business suit, complete with glasses. The cat is holding a stack of papers, standing confidently in an office setting.","A cartoonish cat with large glasses and a business suit confidently walks through an office holding a stack of papers. The background shows a blurred office setting with people working at desks. The cat's expression is serious, adding a humorous contrast to the professional attire.","A cartoonish anthropomorphic cat is confidently walking down an office hallway. The cat is dressed in a professional navy blue suit and is holding a stack of papers, exuding a sense of purpose. The background shows a blurred office environment with desks and people."
clips/not_filtered/MEGACITY BIKE #001.mp4,"People: motorcyclist. Objects: motorcycle, neon signs, buildings, futuristic motorcycle, helmet. Actions: riding, waiting, stationary. Emotions: mysterious, intensity, isolation. Scenes: urban, cyberpunk, nighttime, futuristic, night. Concepts: technology, futuristic, futurism, cyberpunk","People: motorcyclist. Objects: motorcycle, neon signs, buildings, futuristic motorcycle, helmet. Act...",,,,,"motorcyclist, motorcycle, neon signs, buildings, futuristic motorcycle, helmet, riding, waiting, stationary, mysterious, intensity, isolation, urban, cyberpunk, nighttime, futuristic, night, technology, futuristic, futurism, cyberpunk","A futuristic motorcyclist clad in black armor sits astride a sleek, high-tech motorcycle on a wet city street. The scene is set in a dimly lit urban environment with towering buildings and illuminated signs. The motorcycle's glowing red accents reflect off the rain-soaked pavement, adding a dramatic flair to the scene.","A futuristic motorcyclist rides a sleek, high-tech bike through a dimly lit urban street. The scene is set at night, with neon lights reflecting off wet pavement, creating a cyberpunk atmosphere.","A futuristic motorcyclist clad in black armor sits astride a sleek, high-tech motorcycle on a wet urban street. Neon lights from towering buildings illuminate the scene, casting reflections on the glistening pavement."
clips/not_filtered/小猫吃火锅.mp4,"Animals: cats, kittens. Objects: glass, table, hot pot, plate, chopsticks. Actions: cooking, observing, sitting, gazing. Emotions: curiosity. Scenes: dining room, home. Concepts: domestic life, meal preparation, meal time","Animals: cats, kittens. Objects: glass, table, hot pot, plate, chopsticks. Actions: cooking, observi...",,,,,"cats, kittens, glass, table, hot pot, plate, chopsticks, cooking, observing, sitting, gazing, curiosity, dining room, home, domestic life, meal preparation, meal time","Three curious cats sit attentively near a dining table, observing a hot pot meal being prepared. The scene captures the cats' fascination with the steaming pot filled with various ingredients. A glass of juice and a plate of food are also visible, adding to the cozy dining atmosphere.","Three curious kittens sit attentively in front of a dining table, captivated by a steaming pot of soup. The scene is set in a cozy dining room with a wooden table and elegant lighting. The kittens' expressions convey a mix of curiosity and anticipation as they gaze at the food.",
clips/not_filtered/fluid woman.mp4,"People: woman, female figure. Nature: water, fire. Objects: attire, flowing hair. Actions: swirling, flowing. Emotions: mystical, intense, intensity, powerful. Scenes: fantasy, mystical, ethereal, dynamic. Concepts: elemental, magic, mystery","People: woman, female figure. Nature: water, fire. Objects: attire, flowing hair. Actions: swirling,...",,,,,"woman, female figure, water, fire, attire, flowing hair, swirling, flowing, mystical, intense, intensity, powerful, fantasy, mystical, ethereal, dynamic, elemental, magic, mystery",A mystical figure with flowing dark hair stands amidst swirling water and fiery elements. Her intense gaze and intricate attire create a captivating and otherworldly presence.,A mystical woman with flowing dark hair stands amidst swirling water and fiery elements. Her intense gaze and ethereal presence create a captivating and otherworldly atmosphere.,"A mystical figure with flowing dark hair stands amidst swirling water and fiery elements. Her piercing eyes and intense expression convey a sense of power and mystery. The scene is a blend of fluid motion and vibrant colors, creating a dynamic and otherworldly atmosphere."
clips/not_filtered/The start of the End.mp4,"Nature: vortex, lightning, sky. Objects: skyscrapers, cityscape, lights. Actions: glowing, swirling. Emotions: awe, tension, curiosity. Scenes: nighttime, futuristic city, futuristic. Concepts: sci-fi, urban landscape, mystery","Nature: vortex, lightning, sky. Objects: skyscrapers, cityscape, lights. Actions: glowing, swirling....",,,,,"vortex, lightning, sky, skyscrapers, cityscape, lights, glowing, swirling, awe, tension, curiosity, nighttime, futuristic city, futuristic, sci-fi, urban landscape, mystery","A futuristic cityscape is illuminated by a swirling green vortex in the sky, with a bright lightning bolt descending from its center. The city below is bathed in an eerie green glow, highlighting the tall skyscrapers and bustling streets.","A futuristic cityscape is illuminated by a mysterious green light emanating from a swirling vortex in the sky. The towering skyscrapers stand silhouetted against the glowing phenomenon, casting an otherworldly glow over the urban landscape.",
clips/not_filtered/cows eating grass in the diner.mp4,"People: diners, patrons, customers. Animals: cow. Nature: grass. Objects: tables, booths, condiment bottles, diner decor, diner booths. Actions: eating, observing, grazing, sitting. Emotions: surprise, curiosity, amusement. Scenes: diner, indoor. Concepts: unexpected, humor, surreal","People: diners, patrons, customers. Animals: cow. Nature: grass. Objects: tables, booths, condiment ...",,,,,"diners, patrons, customers, cow, grass, tables, booths, condiment bottles, diner decor, diner booths, eating, observing, grazing, sitting, surprise, curiosity, amusement, diner, indoor, unexpected, humor, surreal","In a retro-style diner, a cow stands calmly on a patch of grass between booths, surprising the diners. The patrons, seated in red booths, display a range of shocked and amused expressions as they observe the unexpected visitor.","In a retro-style diner, a cow stands on a patch of grass between booths, surprising the diners. The patrons, seated in red booths, exhibit expressions of shock and curiosity as they observe the unexpected visitor.","In a retro-style diner, patrons sit in red booths, surprised by the presence of a cow calmly grazing on a patch of grass in the aisle. The scene is illuminated by warm, hanging lights, creating a cozy yet surreal atmosphere."
clips/not_filtered/AHyper-realisticGiantOmeletWith.mp4,"People: miniature workers. Objects: pizza, tools, tomatoes, herbs, toppings. Actions: preparing, decorating, cleaning, adding toppings. Emotions: playful, creative, whimsical. Scenes: food preparation, construction site, fantasy. Concepts: miniature, imaginative, miniaturization, imagination","People: miniature workers. Objects: pizza, tools, tomatoes, herbs, toppings. Actions: preparing, dec...",,,,,"miniature workers, pizza, tools, tomatoes, herbs, toppings, preparing, decorating, cleaning, adding toppings, playful, creative, whimsical, food preparation, construction site, fantasy, miniature, imaginative, miniaturization, imagination","A group of miniature workers in blue uniforms are gathered around a large pizza, appearing to prepare or decorate it. The pizza is topped with vibrant ingredients like tomatoes and herbs, and the workers are using tools to arrange the toppings. The scene is whimsical, resembling a tiny construction site on a giant pizza.","A whimsical scene depicts tiny workers in blue uniforms and white caps meticulously preparing a giant pizza. The pizza is topped with vibrant ingredients like tomatoes, greens, and cheese, while the workers appear to be adding toppings and cleaning around the edges.",
clips/not_filtered/3D Molecules floating in space.mp4,"Objects: molecules, atoms, spheres, molecule. Scenes: scientific illustration, molecular structure, scientific visualization, microscopic view, abstract. Concepts: chemistry, molecular structure, biology. Visual_attributes: vibrant colors, close-up, depth of field. Actions: floating, interconnected, highlighted. Emotions: fascination, intrigue","Objects: molecules, atoms, spheres, molecule. Scenes: scientific illustration, molecular structure, ...",,,,,"molecules, atoms, spheres, molecule, scientific illustration, molecular structure, scientific visualization, microscopic view, abstract, chemistry, molecular structure, biology, vibrant colors, close-up, depth of field, floating, interconnected, highlighted, fascination, intrigue","The image depicts a close-up view of molecular structures, showcasing interconnected spheres representing atoms. The vibrant colors of pink and blue highlight the complexity and beauty of the molecular formations.","The image depicts a vibrant and colorful representation of molecules, with interconnected spheres in shades of pink and blue. The molecules appear to be floating against a dark background, highlighting their intricate structures.","The image depicts a vibrant molecular structure with interconnected spheres in shades of pink and blue. The molecules are highlighted against a dark background, creating a striking contrast. The scene captures the intricate beauty of molecular formations in a stylized, colorful manner."
clips/not_filtered/Mustang.mp4,"Objects: muscle car, headlights, garage, grille, tools. Actions: parked, stationary, parking, lighting. Emotions: nostalgia, nostalgic, power. Scenes: garage, workshop. Concepts: vintage, automotive, classic car, restoration","Objects: muscle car, headlights, garage, grille, tools. Actions: parked, stationary, parking, lighti...",,,,,"muscle car, headlights, garage, grille, tools, parked, stationary, parking, lighting, nostalgia, nostalgic, power, garage, workshop, vintage, automotive, classic car, restoration","A classic muscle car is parked inside a dimly lit garage, its headlights casting a warm glow on the concrete floor. The car's sleek, vintage design is highlighted by the soft ambient lighting, emphasizing its polished exterior and powerful stance.","A classic muscle car is prominently displayed, its headlights glowing warmly in a dimly lit environment. The car's sleek, dark exterior and distinctive grille evoke a sense of power and nostalgia.","A classic muscle car is parked inside a dimly lit garage, surrounded by various tools and equipment. The car's headlights are on, casting a warm glow on the concrete floor, while smoke or dust lingers in the air, adding a sense of motion."
clips/not_filtered/Giant woman in city.mp4,"People: pedestrians, woman, giant woman. Objects: buildings, cars, street. Actions: walking, looking. Emotions: confidence, awe, disbelief. Scenes: urban, city street. Concepts: contrast, surreal, surrealism","People: pedestrians, woman, giant woman. Objects: buildings, cars, street. Actions: walking, looking...",,,,,"pedestrians, woman, giant woman, buildings, cars, street, walking, looking, confidence, awe, disbelief, urban, city street, contrast, surreal, surrealism","A towering woman with a metallic sheen walks confidently down a bustling city street. Her presence dominates the scene, drawing attention from the surrounding pedestrians and vehicles.","A towering, muscular woman in a bikini strides confidently through a bustling city street. Her presence dominates the scene, casting long shadows on the pavement as people around her look on in awe.",
clips/not_filtered/FluffyOrangeCatCookingFried.mp4,"Animals: cat. Objects: frying pan, spatula, eggs, stove, plant. Actions: cooking, pawing. Emotions: whimsical, curiosity. Scenes: kitchen. Concepts: humor, anthropomorphism, playfulness, domestic life","Animals: cat. Objects: frying pan, spatula, eggs, stove, plant. Actions: cooking, pawing. Emotions: ...",,,,,"cat, frying pan, spatula, eggs, stove, plant, cooking, pawing, whimsical, curiosity, kitchen, humor, anthropomorphism, playfulness, domestic life","A fluffy orange cat is humorously depicted as cooking in a modern kitchen. It is holding a spatula, appearing to flip two sunny-side-up eggs in a frying pan on the stove.","A fluffy orange cat is perched on a kitchen counter, curiously pawing at a frying egg in a pan. The scene is set in a modern kitchen with a soft, natural light coming through a nearby window.",
clips/not_filtered/RhinoChasingCatRunningOn.mp4,"Animals: rhinoceros, cat. Objects: scooter. Actions: riding, chasing, moving. Emotions: humor, excitement, whimsical, adventurous. Scenes: outdoor, chase, nature. Concepts: surreal, imaginative, humor","Animals: rhinoceros, cat. Objects: scooter. Actions: riding, chasing, moving. Emotions: humor, excit...",,,,,"rhinoceros, cat, scooter, riding, chasing, moving, humor, excitement, whimsical, adventurous, outdoor, chase, nature, surreal, imaginative, humor","A large rhinoceros charges across a dusty path, closely pursuing a fluffy cat riding a red scooter. The scene is set in an open field with trees in the background, creating a humorous and surreal chase.","A fluffy cat rides a red scooter alongside a massive rhinoceros in a dynamic scene. The pair speeds through a dusty path surrounded by greenery, creating a whimsical and adventurous atmosphere.",
clips/not_filtered/Echo-13.mp4,"People: woman, person. Objects: virtual reality goggles, headphones. Scenes: futuristic cityscape, sci-fi environment, cyberpunk. Concepts: technology, virtual reality, future, futurism, immersion. Emotions: calm, immersive, futuristic, focus, concentration. Nature: cosmic sky, celestial bodies. Actions: standing, wearing","People: woman, person. Objects: virtual reality goggles, headphones. Scenes: futuristic cityscape, s...",,,,,"woman, person, virtual reality goggles, headphones, futuristic cityscape, sci-fi environment, cyberpunk, technology, virtual reality, future, futurism, immersion, calm, immersive, futuristic, focus, concentration, cosmic sky, celestial bodies, standing, wearing",A futuristic scene featuring a woman wearing high-tech virtual reality goggles and headphones. She stands amidst a sprawling cityscape with towering structures and a glowing sky.,"A futuristic scene features a woman wearing reflective virtual reality goggles and headphones, set against a backdrop of towering, illuminated structures in a sci-fi cityscape. The sky is filled with glowing pathways and distant celestial bodies, creating an otherworldly atmosphere.",A futuristic scene featuring a person wearing high-tech virtual reality goggles and headphones. The background showcases a sprawling cityscape with advanced architecture and glowing structures.
clips/not_filtered/TheCharacterIsWalkingOn.mp4,"People: robed figure, figure. Nature: ocean, waves. Objects: robe. Actions: walking, parting waves. Emotions: awe, wonder, serenity, mysticism. Scenes: miraculous event, seascape. Concepts: supernatural, spirituality, miracle, tranquility","People: robed figure, figure. Nature: ocean, waves. Objects: robe. Actions: walking, parting waves. ...",,,,,"robed figure, figure, ocean, waves, robe, walking, parting waves, awe, wonder, serenity, mysticism, miraculous event, seascape, supernatural, spirituality, miracle, tranquility","A figure in a robe walks on water, surrounded by parted waves. The scene is dramatic, with the ocean split to reveal a path beneath the figure's feet.","A figure in a robe walks on a path of water amidst a vast ocean. The scene is illuminated by a warm, glowing light from the horizon, creating a serene and mystical atmosphere.",
clips/not_filtered/ABabyCatStandingOn.mp4,"Animals: kitten. Objects: toys, window, couch, stuffed animals, blocks. Actions: playing, standing. Emotions: playful, cheerful, curiosity, playfulness, joyful. Scenes: indoor, living room, playroom. Concepts: coziness, playfulness, warmth","Animals: kitten. Objects: toys, window, couch, stuffed animals, blocks. Actions: playing, standing. ...",,,,,"kitten, toys, window, couch, stuffed animals, blocks, playing, standing, playful, cheerful, curiosity, playfulness, joyful, indoor, living room, playroom, coziness, playfulness, warmth","A fluffy kitten energetically plays in a cozy living room filled with toys. The sunlight streams through a window, casting a warm glow over the scene.","A fluffy kitten playfully stands on its hind legs in a cozy room filled with toys. Soft sunlight filters through a window, casting a warm glow over the scene. The kitten appears curious and energetic, surrounded by plush toys and colorful blocks.","A fluffy kitten playfully stands on its hind legs in a cozy room filled with toys. Sunlight streams through a window, casting a warm glow over the scene."
clips/not_filtered/Litle garden and robot.mp4,"Objects: robot, flowers, ruins, flower. Nature: garden, vegetation, flowers, grass, mountains. Actions: holding, exploring, interacting, looking. Emotions: curiosity, serenity, peacefulness, wonder. Scenes: post-apocalyptic, abandoned, futuristic, natural, desolate. Concepts: technology meets nature, reclamation, technology vs nature, serenity, contrast","Objects: robot, flowers, ruins, flower. Nature: garden, vegetation, flowers, grass, mountains. Actio...",,,,,"robot, flowers, ruins, flower, garden, vegetation, flowers, grass, mountains, holding, exploring, interacting, looking, curiosity, serenity, peacefulness, wonder, post-apocalyptic, abandoned, futuristic, natural, desolate, technology meets nature, reclamation, technology vs nature, serenity, contrast","A small robot with glowing green eyes is gently interacting with a vibrant flower in a lush, overgrown garden. The scene is set in a serene, abandoned area where nature has reclaimed its space, with colorful flowers blooming amidst the ruins.","A small robot with glowing green eyes is gently holding a pink flower in a lush, green environment. The scene is set against a misty, futuristic backdrop with towering structures in the distance.","A robot with glowing green eyes gently holds a small pink flower in its hand, set against a misty, mountainous background. The robot's rusty exterior contrasts with the delicate beauty of the flower, suggesting a moment of curiosity and wonder."
clips/not_filtered/AYoungGirlWithLong.mp4,"People: girl. Nature: cliff, storm clouds, sea, ocean. Objects: bandages, dress, clothing, blue dress. Actions: sitting, gazing. Emotions: pensiveness, melancholy, contemplative, somber, somberness. Scenes: coastal, stormy, coastline, storm, stormy seascape. Concepts: solitude, introspection, resilience, contemplation","People: girl. Nature: cliff, storm clouds, sea, ocean. Objects: bandages, dress, clothing, blue dres...",,,,,"girl, cliff, storm clouds, sea, ocean, bandages, dress, clothing, blue dress, sitting, gazing, pensiveness, melancholy, contemplative, somber, somberness, coastal, stormy, coastline, storm, stormy seascape, solitude, introspection, resilience, contemplation","A young girl with long hair sits on the edge of a rocky cliff, gazing pensively at the turbulent sea below. Her arms and legs are wrapped in bandages, and she wears a simple blue dress. Dark storm clouds loom overhead, adding to the somber atmosphere.","A young girl with wet hair sits on the edge of a rocky cliff, overlooking a turbulent sea under a stormy sky. She appears contemplative, with bandages on her arms and legs, suggesting recent injuries.","A young girl sits on the edge of a rocky cliff, gazing pensively at the turbulent sea below. Her wet hair and bandaged limbs suggest she has endured a recent struggle. Dark storm clouds loom overhead, adding to the somber atmosphere."
clips/not_filtered/ÉMERGENCE DES CONTINENTS.mp4,"Objects: map, futuristic structures, communication line, digital rendering. Scenes: futuristic, conceptual, space view, stylized map. Concepts: global connectivity, advanced technology, geography, earth representation. Nature: continents, ocean","Objects: map, futuristic structures, communication line, digital rendering. Scenes: futuristic, conc...",,,,,"map, futuristic structures, communication line, digital rendering, futuristic, conceptual, space view, stylized map, global connectivity, advanced technology, geography, earth representation, continents, ocean","The image depicts a futuristic scene with a stylized map of the world in the background. Two sleek, modern structures appear to be connected by a thin line, suggesting a form of advanced transportation or communication. The overall aesthetic is high-tech and imaginative, with a focus on innovation.","The image depicts a stylized map view of the Earth, focusing on the Northern Hemisphere. The continents are rendered with vibrant green and brown colors, and the sun is visible on the horizon, casting a bright light over the scene.",
clips/not_filtered/CreateAFunAndVibrant.mp4,"People: animated characters. Objects: macaroni and cheese, bread structure, cheese sauce, pan, cheesy pasta. Actions: playing, exploring, interacting. Emotions: playful, mischievous, humorous. Scenes: kitchen. Concepts: whimsy, fun, animation, humor, food","People: animated characters. Objects: macaroni and cheese, bread structure, cheese sauce, pan, chees...",,,,,"animated characters, macaroni and cheese, bread structure, cheese sauce, pan, cheesy pasta, playing, exploring, interacting, playful, mischievous, humorous, kitchen, whimsy, fun, animation, humor, food","A whimsical scene features small, yellow characters interacting with a large pile of macaroni and cheese. They appear to be playing and exploring, with one character emerging from a bread structure as cheese sauce flows down. The setting is a cozy kitchen with warm lighting.","A group of small, yellow, animated characters are playfully interacting with a pan of cheesy pasta on a wooden kitchen table. The cheese is overflowing from the pan, creating a playful and messy scene. The background shows a cozy kitchen setting with a window and various kitchen items.",
clips/not_filtered/Watermelon Excavation.mp4,"People: toy construction workers, figurines, construction workers. Objects: toy excavator, watermelon, watermelon seeds, toy dump truck, toy truck. Actions: digging, construction, scooping, collecting. Emotions: playful, whimsical, imaginative. Scenes: miniature construction site, construction site, miniature scene. Concepts: creativity, imagination","People: toy construction workers, figurines, construction workers. Objects: toy excavator, watermelo...",,,,,"toy construction workers, figurines, construction workers, toy excavator, watermelon, watermelon seeds, toy dump truck, toy truck, digging, construction, scooping, collecting, playful, whimsical, imaginative, miniature construction site, construction site, miniature scene, creativity, imagination","A miniature construction scene features a toy excavator digging into a large slice of watermelon, with a pile of seeds resembling gravel. Two toy construction workers and a toy dump truck add to the playful depiction of a construction site.","A miniature construction scene features toy excavators and trucks working on a large slice of watermelon. The excavator appears to be scooping watermelon seeds, while the truck is positioned to collect them. Tiny figurines of construction workers add to the playful and imaginative setting.",
clips/not_filtered/The snow-covered mountains.mp4,"Animals: wolf. Nature: snow, mountain, hills, mountains, sunset. Objects: cloak, lantern, staff, cliff. Actions: standing, holding. Emotions: mystical, calm, solitude, contemplation. Scenes: fantasy, twilight, wilderness, sunset. Concepts: contrast, enchantment, mystical, journey. People: figure","Animals: wolf. Nature: snow, mountain, hills, mountains, sunset. Objects: cloak, lantern, staff, cli...",,,,,"wolf, snow, mountain, hills, mountains, sunset, cloak, lantern, staff, cliff, standing, holding, mystical, calm, solitude, contemplation, fantasy, twilight, wilderness, sunset, contrast, enchantment, mystical, journey, figure","A humanoid wolf figure stands on a snowy mountain peak, draped in a blue cloak with fur trim. It holds a lantern on a staff, casting a warm glow against the cold, twilight backdrop of snow-covered hills.","A lone figure draped in a blue cloak stands on a snowy cliff, holding a lantern that casts a warm glow. The backdrop features expansive snow-covered mountains under a vibrant sunset sky. The scene evokes a sense of solitude and contemplation amidst the vast wilderness.",
clips/not_filtered/BringToLife.mp4,"Animals: cat. Nature: cherry blossoms, stream, garden. Objects: kimono, bridge, stone. Actions: sitting. Emotions: serenity. Scenes: Japanese garden, spring. Concepts: tranquility, beauty, spring","Animals: cat. Nature: cherry blossoms, stream, garden. Objects: kimono, bridge, stone. Actions: sitt...",,,,,"cat, cherry blossoms, stream, garden, kimono, bridge, stone, sitting, serenity, Japanese garden, spring, tranquility, beauty, spring","A white cat dressed in a traditional kimono sits gracefully on a stone by a tranquil stream. Surrounding the cat are blooming cherry blossoms, with a red arched bridge in the background. The scene is serene and picturesque, evoking a sense of peace and beauty.","A white cat dressed in a floral kimono sits gracefully on a stone by a serene stream. Cherry blossom petals gently fall around, creating a picturesque scene with a red arched bridge in the background.",
"clips/not_filtered/Mysterious,natureLight,richDetails,positionedAtA.mp4","Objects: debris, armored vehicle, buildings, robot. Actions: stationary, standing. Emotions: tense, foreboding, intimidating. Scenes: post-apocalyptic, urban. Concepts: destruction, survival, technology","Objects: debris, armored vehicle, buildings, robot. Actions: stationary, standing. Emotions: tense, ...",,,,,"debris, armored vehicle, buildings, robot, stationary, standing, tense, foreboding, intimidating, post-apocalyptic, urban, destruction, survival, technology","A rugged, armored vehicle is positioned in the center of a desolate urban street. The scene is set amidst crumbling buildings and scattered debris, with a smoky atmosphere suggesting recent destruction.","A towering robot stands amidst a smoky, debris-filled urban landscape. Its glowing red eyes and illuminated panels create an imposing presence as it appears ready for action.",
clips/not_filtered/Ghost.mp4,"People: futuristic figure, armored figure. Objects: skyscraper, armored suit, cityscape, armor. Actions: standing. Emotions: mysterious, solitude. Scenes: cityscape, night, futuristic city, nighttime, urban. Concepts: technology, futuristic, solitude, cyberpunk","People: futuristic figure, armored figure. Objects: skyscraper, armored suit, cityscape, armor. Acti...",,,,,"futuristic figure, armored figure, skyscraper, armored suit, cityscape, armor, standing, mysterious, solitude, cityscape, night, futuristic city, nighttime, urban, technology, futuristic, solitude, cyberpunk","A futuristic figure in a sleek, black armored suit stands atop a skyscraper, overlooking a sprawling cityscape illuminated by countless lights. The city stretches into the horizon under a deep blue sky, creating a striking contrast with the figure's dark attire.","A futuristic figure in a sleek, black armored suit stands atop a skyscraper, overlooking a sprawling, illuminated cityscape at dusk. The city lights create a vibrant backdrop, highlighting the figure's high-tech appearance and mysterious presence.","A futuristic figure in a sleek, armored suit stands atop a skyscraper overlooking a sprawling, illuminated cityscape at night. The city below is alive with lights, creating a vibrant backdrop for the solitary figure."
clips/not_filtered/SceneDescription:AMesmerizingYoung.mp4,"People: woman. Nature: water, flowers. Objects: dress. Actions: floating. Emotions: serene, calm. Scenes: underwater, dreamlike. Concepts: tranquility, ethereal","People: woman. Nature: water, flowers. Objects: dress. Actions: floating. Emotions: serene, calm. Sc...",,,,,"woman, water, flowers, dress, floating, serene, calm, underwater, dreamlike, tranquility, ethereal","A serene scene depicts a woman floating gracefully in water, surrounded by delicate white flowers. Her gaze is calm and ethereal, with sunlight casting gentle reflections on the water's surface.","A woman with flowing blonde hair is submerged in water, surrounded by delicate white flowers. Her gaze is serene, and the sunlight creates a shimmering effect on the water's surface.",
clips/not_filtered/An invite from your mummy.mp4,"Objects: wooden door, door handle, stone staircase, golden mask, stone corridor. Actions: opening door, hand reaching, holding door. Emotions: suspense, intrigue, mysterious, enigmatic. Scenes: mysterious setting, ancient architecture, ancient corridor, mystical setting. Concepts: mystery, supernatural, ceremony. People: figure","Objects: wooden door, door handle, stone staircase, golden mask, stone corridor. Actions: opening do...",,,,,"wooden door, door handle, stone staircase, golden mask, stone corridor, opening door, hand reaching, holding door, suspense, intrigue, mysterious, enigmatic, mysterious setting, ancient architecture, ancient corridor, mystical setting, mystery, supernatural, ceremony, figure","A mysterious, slightly ajar wooden door reveals a dimly lit stone staircase beyond. A wrapped, skeletal hand emerges from the darkness, gripping the door's edge. The scene evokes a sense of suspense and intrigue.","A mysterious figure stands in a dimly lit ancient stone corridor, adorned in a golden mask and intricate wrappings. The figure holds open a heavy wooden door, revealing a staircase leading further into the shadowy depths.",
clips/not_filtered/TheGirlSlowlyLiftedHer.mp4,"People: character, futuristic, futuristic character, cyberpunk character. Objects: high-tech suit, armor, glowing red accents. Emotions: intense, focused, calm, confident. Scenes: cyberpunk, sci-fi, futuristic. Concepts: futurism, technology, cybernetics","People: character, futuristic, futuristic character, cyberpunk character. Objects: high-tech suit, a...",,,,,"character, futuristic, futuristic character, cyberpunk character, high-tech suit, armor, glowing red accents, intense, focused, calm, confident, cyberpunk, sci-fi, futuristic, futurism, technology, cybernetics","A futuristic character with striking red eyes and silver hair gazes intensely forward. The character is clad in a high-tech suit, suggesting a sci-fi or cyberpunk setting.","A futuristic character with striking red eyes and silver hair gazes directly at the viewer. The character is wearing a high-tech suit with glowing red accents, suggesting a sci-fi or cyberpunk setting.",
