path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/Burger Detailing,"Dynamic camera movements, camera zooms out as the slices of burger rotates in air like a 3D ad film vfx shot rotating, and then joins back together, French fries in background in the air, speed ramp shot edits","Dynamic camera movements, camera zooms out as the slices of burger rotates in air like a 3D ad film vfx shot rotating, and then joins back together, French fries in background in the air, speed...",16:9,1920x1080,30.0,5s,"camera, movement, zoom, slice, burger, rotate, air, ad"
clips/shank,"The camera zooms closer, his hair flew, his eyes closed and then slowly opened","The camera zooms closer, his hair flew, his eyes closed and then slowly opened",9:16,1080x1920,30.0,5s,"camera, zoom, hair, eye"
clips/Dark realms,"The man stands and looks around at the eyes. His coat flows in the wind, dripping oil. The eyes all blink at different times, all looking down at him. Liquid black oil drips down from the eyes in long, gooey strands. The oil flows down over the white floor towards the man. The eye increase in number, flowing into the white background and slow covering it. The camera very slowly zooms in towards the man. It is a very dramatic and surreal movie giving a strong feeling of dread.","The man stands and looks around at the eyes. His coat flows in the wind, dripping oil. The eyes all blink at different times, all looking down at him. Liquid black oil drips down from...",34:59,1088x1888,30.0,5s,"man, eye, coat, wind, oil, time, drip, gooey"
clips/Tiny humans on giant face,"Create a hyper-realistic scene of tiny humans looks like workers , they are no larger than a finger, they stand on massive beautiful woman face with clear makeup, on forehead and interacting with eyebrow like gardeners. The scene has a strong contrast in scale, making the image visually striking and immersive, cinematic lighting, making every element pop. The scene is highly detailed, and photorealistic, 8K resolution, volumetric lighting, depth of field, high illumination, ultra-sharp focus --ar 9:16","Create a hyper-realistic scene of tiny humans looks like workers , they are no larger than a finger, they stand on massive beautiful woman face with clear makeup, on forehead and interacting with eyebrow like...",9:16,1080x1920,30.0,10s,"scene, human, worker, finger, woman, face, makeup, forehead"
clips/Amili Smile,"The body slowly turns to the camera, a slight smile, the hair is flowing, the camera slowly zooms in on the eyes, slow motion","The body slowly turns to the camera, a slight smile, the hair is flowing, the camera slowly zooms in on the eyes, slow motion",36:55,1152x1760,30.0,10s,"body, camera, smile, hair, eye, motion"
clips/duck drive an excavator,"A cute yellow duckling wearing a colorful scarf, sunglasses, and headphones is driving an excavator along a bumpy dirt road. The excavator’s seat bounces up and down with each bump, and the duckling’s tiny hands are gripping the steering wheel, turning it with focus. Its head bobs side to side to the beat of the music playing through its headphones, clearly enjoying the ride","A cute yellow duckling wearing a colorful scarf, sunglasses, and headphones is driving an excavator along a bumpy dirt road. The excavator’s seat bounces up and down with each bump, and the duckling’s tiny hands...",9:16,1080x1920,30.0,5s,"duckling, scarf, sunglass, headphone, excavator, dirt, road, seat"
clips/Daisies on the ocean floor,"The rays of the setting sun shine through the water column, making the underwater landscape even more beautiful. A photorealistic image of daisies closing their petals, as if they were falling asleep under the rays of the setting sun in crystal clear turquoise water. The daisies are surrounded by a vibrant coral reef teeming with life, including rare and colourful fish and bobbing anemones - an ultra-realistic, dynamic and hypnotically beautiful cinematic shot.","The rays of the setting sun shine through the water column, making the underwater landscape even more beautiful. A photorealistic image of daisies closing their petals, as if they were falling asleep under the rays...",9:16,1080x1920,30.0,5s,"ray, sun, water, column, landscape, image, daisy, petal"
clips/Sharks love kids!,A child underwater in the sea hugs a shark. The child and the shark swim together. the camera follows the subject moving,A child underwater in the sea hugs a shark. The child and the shark swim together. the camera follows the subject moving,9:16,1080x1920,30.0,5s,"child, underwater, sea, hug, shark, camera, subject"
clips/Vehicle generation,"Generate a video where a camera flies around the vehicle shown on the photo, capturing it 360-degree from all angles","Generate a video where a camera flies around the vehicle shown on the photo, capturing it 360-degree from all angles",3:2,1152x768,30.0,10s,"video, camera, vehicle, photo, degree, angle"
clips/NeonPulse,"Scene/Setting: The NeonPulse group is performing together on a rooftop at sunset. The golden, warm hues of the setting sun cast a soft, natural glow over the scene, while the city skyline stretches out in the background. Flashing neon lights from the streets below add a pop of color and accent lighting. The sun’s rays blend with vibrant pink and orange tones, highlighting the group's energy and style.Action: The four members of NeonPulse—Mochi, Yumi, Kaiya, and Sora—are singing passionately in sync, standing together with confident poses. Their expressions are full of determination and energy as they perform, and their hair is gently tousled by the breeze. The wind adds movement to their outfits, creating a sense of fluidity and dynamism in the scene.Style: Photo-realistic HD with cinematic quality, capturing the beauty of the sunset and the intensity of the performance. Emphasis on realistic lighting with soft bokeh effects from the city lights.Camera/Techniques: A medium shot of the group, with a focus on their expressions, body language, and coordinated movements. The background, with its glowing city lights and sunset tones, is softly blurred, drawing attention to the group.Mood/Tone: The mood is a mix of intensity and serene beauty, with the sunset providing a sense of warmth and optimism. The group’s energy contrasts with the peaceful, golden atmosphere of the rooftop","Scene/Setting: The NeonPulse group is performing together on a rooftop at sunset. The golden, warm hues of the setting sun cast a soft, natural glow over the scene, while the city skyline stretches out in...",1:1,1440x1440,30.0,5s,"scene, setting, neonpulse, group, rooftop, sunset, hue, sun"
clips/A robot walkin an orange cat,Both walking and looking around,Both walking and looking around,9:16,720x1280,30.0,5s,
clips/Enchanted Elegance,"Create an image for a luxury perfume advertisement featuring a captivating scene: A woman with long, glossy black hair, striking green-gray eyes, faint freckles, and a serene expression holds an elegant perfume bottle. The bottle has a pear-shaped body filled with peach-orange liquid, ribbed glass that catches the light, a polished bronze-colored cap, and a faceted, diamond-shaped crystal stopper, exuding sophistication and opulence. of fine particles. The swirling colors evoke the fragrance’s essence, blending seamlessly with her ethereal presence. The scene is set against a plain white background, ensuring the vivid colors of the powder and the luxurious details of the bottle stand out, while soft, natural lighting enhances the woman’s features and the bottle’s reflective surfaces, creating a harmonious and artistic visual that balances elegance with energy.","Create an image for a luxury perfume advertisement featuring a captivating scene: A woman with long, glossy black hair, striking green-gray eyes, faint freckles, and a serene expression holds an elegant perfume bottle. The bottle...",16:9,1920x1080,30.0,10s,"image, luxury, perfume, advertisement, scene, woman, hair, eye"
clips/九尾狐变身,脸部发生变化，旋转拉满运镜，过渡丝滑,脸部发生变化，旋转拉满运镜，过渡丝滑,36:55,1152x1760,30.0,5s,
clips/Pink Cat-Mermaid,cat-mermaid enjoying sunlight.,cat-mermaid enjoying sunlight.,22:39,704x1248,30.0,10s,"cat, sunlight"
"clips/""The Portal"" - Space City","Breathtaking space city, ultra-realistic depiction of a fully constructed multi-layered space city, a colossal mega-structure feat of human and AI engineering in the year 2600, the immense structure comprises interlocking metal and glass panels, floating autonomously in the depths of space, it marks a civilization that has transcended planetary energy limitations, distant fabric of space is adorned with gaseous formations, illuminating the intricate architecture, evoking a fusion of technological grandeur and futuristic aesthetics, faint, dwarfed by the sheer scale of this celestial marvel, cinematic lighting accentuates its intricate details, the camera rotates around the subject","Breathtaking space city, ultra-realistic depiction of a fully constructed multi-layered space city, a colossal mega-structure feat of human and AI engineering in the year 2600, the immense structure comprises interlocking metal and glass panels, floating...",16:9,1920x1080,30.0,5s,"space, city, depiction, mega, -, structure, feat, ai"
clips/Women Fashion Couture,"""A stunning woman in a glamorous butterfly-themed gown, with vibrant blue and orange butterflies adorning her dress, stands gracefully on stage. The butterflies gently lift off her dress, flying into the air in a magical motion, leaving behind shimmering trails of light. As the butterflies ascend, the scene transitions smoothly to a new dress—a dazzling white gown with sparkling silver accents. The stage is illuminated with soft white sparkles that swirl around her, building an enchanting aura as the transformation completes. The sequence highlights elegance, magic, and beauty with seamless transitions.""","""A stunning woman in a glamorous butterfly-themed gown, with vibrant blue and orange butterflies adorning her dress, stands gracefully on stage. The butterflies gently lift off her dress, flying into the air in a magical...",33:59,1056x1888,30.0,5s,"woman, butterfly, gown, orange, dress, stage, air, motion"
clips/An Asian couple near the fire,"A deeply romantic and passionate scene set amidst a blazing inferno. The young man and woman gaze into each other's eyes, their looks filled with love and burning desire. The fiery surroundings rage intensely, yet in their world, only they exist—untouched by the flames, consumed only by their devotion to one another.They slowly move closer, feeling the warmth of each other's presence. The woman gently caresses the man's face, while he places his hands around her waist, pulling her in for a deep, fiery kiss. The kiss is intense, overflowing with emotion, as if this is the only moment that matters in the universe. The flames reflect in their eyes, adding an ethereal, passionate glow to the scene.As their kiss ends, they linger in each other's gaze for a moment, memorizing every detail. Then, together, they turn toward the screen, their expressions soft and filled with gratitude, acknowledging the audience. The camera gradually zooms out, revealing the full grandeur of the fiery landscape around them, as they remain together—an everlasting symbol of love that burns brighter than the flames.","A deeply romantic and passionate scene set amidst a blazing inferno. The young man and woman gaze into each other's eyes, their looks filled with love and burning desire. The fiery surroundings rage intensely, yet...",16:9,1280x720,30.0,10s,"scene, inferno, man, woman, eye, look, love, desire"
clips/Candy Land,"POV Hyperspeed journey through a whimsical Candy Land. The camera, ARRI ALEXA MINI LF, dives and weaves through a fantastical landscape of colossal lollipops swaying in a sugary breeze, glittering rivers of molten caramel, and candy cane bridges spiraling into the sky. The atmosphere is alive with cotton candy clouds that pulse with a soft pastel glow, while jelly bean geysers erupt in a dazzling array of colors. Shot with a Leica APO-Summicron-SL 50mm f/2 ASPH lens for a vibrant, ultra-crisp look, the scene captures dynamic sweeping angles and slow-motion shots of chocolate waterfalls cascading over edible rock formations. The lighting feels ethereal, with a golden-hour warmth illuminating every sugary detail, muted colors","POV Hyperspeed journey through a whimsical Candy Land. The camera, ARRI ALEXA MINI LF, dives and weaves through a fantastical landscape of colossal lollipops swaying in a sugary breeze, glittering rivers of molten caramel, and...",33:59,1056x1888,30.0,5s,"pov, hyperspeed, journey, candy, land, camera, arri, alexa"
clips/fight,"subjects fly in the air turns to each outher and fight, dust swirls around from comotion","subjects fly in the air turns to each outher and fight, dust swirls around from comotion",1:1,960x960,30.0,5s,"subject, air, outher, fight, dust, comotion"
clips/behind the wall,"the camera is stationary,a spaceship goes through a hole","the camera is stationary,a spaceship goes through a hole",9:16,1080x1920,30.0,10s,"camera, spaceship, hole"
clips/Freedom Eagle,"Subject: Eagle flapping wings, red white and blue smoke rising background. Camera: Camera rotates around Subject","Subject: Eagle flapping wings, red white and blue smoke rising background. Camera: Camera rotates around Subject",34:25,1088x800,30.0,10s,"subject, eagle, wing, smoke, background, camera"
clips/An elephant is sitting and drink,"The river is clear, golden sunlight shines on the sparkling water surface.The huge elephant is drinking water, his trunk extended.Action: the elephant raises its head, its ears wave slightly.","The river is clear, golden sunlight shines on the sparkling water surface.The huge elephant is drinking water, his trunk extended.Action: the elephant raises its head, its ears wave slightly.",9:16,720x1280,30.0,10s,"river, sunlight, water, surface, elephant, trunk, action, head"
clips/Have You Seen Tiger Seal,A very cute and adorable orange and black stripped seal waving and cute penguin cheerfully playing with each others,A very cute and adorable orange and black stripped seal waving and cute penguin cheerfully playing with each others,9:16,1080x1920,30.0,5s,"seal, penguin, other"
clips/подводній мир,"bring the picture to life. the turtle is swimming. the camera is moving forward, rising, towards the ruins of the castle, then to the right. high detail. hyperrealism. light effect.","bring the picture to life. the turtle is swimming. the camera is moving forward, rising, towards the ruins of the castle, then to the right. high detail. hyperrealism. light effect.",9:16,720x1280,30.0,10s,"picture, life, turtle, camera, ruin, castle, right, detail"
clips/a daydream,move the camera slowly toward the man on the clouds then slowly stops,move the camera slowly toward the man on the clouds then slowly stops,16:9,1280x720,30.0,10s,"camera, man, cloud"
clips/I love you!,"eats the heart, opens eyes, professional style in VOUGE of A skeleton with a transparent glass body,","eats the heart, opens eyes, professional style in VOUGE of A skeleton with a transparent glass body,",2:3,768x1152,30.0,10s,"heart, eye, style, vouge, skeleton, glass, body"
clips/Top Model,"fashion photo shoots, windy","fashion photo shoots, windy",34:59,1088x1888,30.0,10s,"fashion, photo, shoot"
clips/Kpop Posh Feather,"a stylish korean man gently touching the feather he is holding to his chin, cool knowing smile","a stylish korean man gently touching the feather he is holding to his chin, cool knowing smile",9:16,720x1280,30.0,5s,"man, feather, chin, smile"
clips/Sapphire Sea,"Mermaid drifting slowly through the water, background filled with faint sunlight filtering down, casting dappled light patterns over her skin and surroundings. [Emotion] Curiosity - soft, inviting gaze, slight tilt of the head, gentle grip on the trident. Her silver hair floats delicately around her, moving with the ebb of the water, while small bubbles rise intermittently. Subtle underwater particles glimmer as they pass through the light, enhancing the magical depth [Style] Ultra-high definition, vibrant and crystal-clear visuals. Cinematic masterpiece with impeccable detail in every frame. Perfectly smooth motion, flowing with seamless transitions. Rich and vivid colors, beautifully balanced for an immersive experience. Flawless lighting that enhances every texture and surface. Bright and sharp visuals, maintaining perfect focus throughout. Elegant camera movements, smooth and stable tracking shots. Ultra-realistic depth of field with stunning background separation. High-quality, natural skin tones, radiant and well-balanced. Cinematic slow motion with perfect fluidity and no jitter. Impeccable exposure with a perfect balance of highlights and shadows. Gorgeous bokeh effect with silky smooth focus transitions. Vibrant color grading that enhances every scene beautifully. IMAX-level clarity, with stunning precision and sharpness. Seamless camera pans and zooms with fluid, precise motion. Perfectly dynamic lighting that accentuates every shot. Rich and detailed textures with sharp, clear definition. High frame rate for buttery-smooth visuals and lifelike motion. Perfectly executed cinematic lighting with deep contrast. Exquisite focus pulls with smooth transitions between subjects. Flawless depth of field, providing perfect clarity in each layer of the frame. Masterful composition, perfectly following the rule of thirds for balance. Perfectly crisp visuals, with zero pixelation even in high-motion sequences. Beautifully lit scenes with a golden hour glow and warmth. Impeccable 4K or 8K quality for stunning resolution and clarity. Elegant, stable handheld shots with flawless fluidity. Cinematic wide shots with beautifully sharp edges and vivid colors. Perfect lighting consistency, enhancing realism in every frame. Hyper-realistic lighting and shadows that complement natural textures. Seamless transitions between lighting conditions, always smooth and gradual. Pristine visual fidelity, creating a truly immersive viewing experience.","Mermaid drifting slowly through the water, background filled with faint sunlight filtering down, casting dappled light patterns over her skin and surroundings. [Emotion] Curiosity - soft, inviting gaze, slight tilt of the head, gentle grip...",9:16,1080x1920,30.0,10s,"mermaid, water, background, sunlight, pattern, skin, surrounding, emotion"
clips/Falling asleep,"A delicate, animated girl with big, dreamy blue eyes and golden curls adorned with a soft ribbon bow sits on a giant chessboard, slowly drifting into sleep. Dressed in an elegant vintage-style lace dress, she leans forward, resting her head on her hands as her eyelids grow heavy. The warm, dim light casts a gentle glow on her peaceful face, her soft breaths barely disturbing the stillness around her. The chess pieces stand tall like silent guardians of her dreams, their shadows stretching across the board.","A delicate, animated girl with big, dreamy blue eyes and golden curls adorned with a soft ribbon bow sits on a giant chessboard, slowly drifting into sleep. Dressed in an elegant vintage-style lace dress, she...",1:1,960x960,30.0,5s,"girl, eye, curl, ribbon, bow, chessboard, sleep, vintage"
clips/Cute dog,a dog is trying to balance on finger,a dog is trying to balance on finger,7:9,896x1152,30.0,5s,"dog, finger"
clips/Little girl,"девочка что-то рассказывает и медленно моргает,затем с мечтательным видом закрывает глаза","девочка что-то рассказывает и медленно моргает,затем с мечтательным видом закрывает глаза",9:16,720x1280,30.0,10s,"девочка, что, то, рассказывает, моргает, затем, с, мечтательным"
clips/Fashionista,a fashionable woman dances modern dance in the street,a fashionable woman dances modern dance in the street,9:16,1080x1920,30.0,5s,"woman, dance, street"
clips/77oussam-Animal-Selfies,"A playful selfie-style scene featuring a white dolphin in crystal-clear tropical waters. The foreground dolphin holds the camera with its fin, tilting it slightly while making smooth, subtle movements. The camera motion mimics a handheld feel, with gentle bobbing and slight adjustments, creating a natural and immersive underwater effect. The background remains static, with soft light filtering through the water to enhance the interaction with the dolphin","A playful selfie-style scene featuring a white dolphin in crystal-clear tropical waters. The foreground dolphin holds the camera with its fin, tilting it slightly while making smooth, subtle movements. The camera motion mimics a handheld...",17:29,1088x1856,30.0,5s,"selfie, style, scene, dolphin, crystal, water, foreground, camera"
clips/Spread some love,many funny face expressions,many funny face expressions,9:16,1080x1920,30.0,10s,"face, expression"
clips/Dziewczyna idąca ulicą,she walks towards the camera,she walks towards the camera,7:9,896x1152,30.0,5s,camera
clips/Tiger Hybrid,The hybrid in the photo grabs an AR M16 from his back and aims while walking toward the viewer,The hybrid in the photo grabs an AR M16 from his back and aims while walking toward the viewer,16:9,1280x720,30.0,10s,"hybrid, photo, ar, m16, back, viewer"
clips/Eternal Glow of Love,"A romantic, cinematic scene of a bride and groom standing on a reflective water surface, surrounded by floating lanterns glowing like flames. The bride’s dress flows gently in the breeze, and the couple gazes into each other's eyes, with the groom lifting her hand tenderly. The lanterns sway slightly in the night air, with some drifting upward, enhancing the dreamy ambiance.Camera Movement & Zoom:Begin with a slow cinematic zoom-in on the couple, drawing the viewer into their intimate moment.Subtly tilt the camera upward to reveal more floating lanterns, creating a sense of depth and wonder.As the bride’s dress ripples and the lanterns shift, smoothly zoom out to showcase the grand, fiery atmosphere.The water reflects the golden hues, shimmering with soft ripples, enhancing the magical ambiance.","A romantic, cinematic scene of a bride and groom standing on a reflective water surface, surrounded by floating lanterns glowing like flames. The bride’s dress flows gently in the breeze, and the couple gazes into...",1:1,1440x1440,30.0,5s,"scene, bride, groom, standing, water, surface, lantern, flame"
clips/The Delicate Transparent Bird,"The delicate, transparent bird perches gracefully on a thin, bare branch. As the breeze lightly sways the branch, the bird tilts slightly with the motion, its translucent feathers catching the light in subtle reflections. A faint glint is visible on its smooth surface as it remains still for a moment, then gently shifts its posture, shifting its weight as it stands balanced on the branch. The movement is natural and minimal, the bird's body flowing smoothly as it adjusts its position, creating gentle ripples through the still air. The background softly blurs, enhancing the bird's presence, as it seems to slightly adjust its head, eyeing its surroundings cautiously. Natural and realistic motion.","The delicate, transparent bird perches gracefully on a thin, bare branch. As the breeze lightly sways the branch, the bird tilts slightly with the motion, its translucent feathers catching the light in subtle reflections. A...",9:16,1080x1920,30.0,5s,"bird, branch, breeze, motion, feather, light, reflection, glint"
clips/Meditation,Static camera. The woman is floating in air. Minimal up and down movement. Wind in the air. The aura around her is also dispersing in the air,Static camera. The woman is floating in air. Minimal up and down movement. Wind in the air. The aura around her is also dispersing in the air,36:55,1152x1760,30.0,5s,"camera, woman, air, movement, wind, aura"
clips/leaving office,"A cat that behaves like a human is leaving office for the day, he walks past the office. He waves goodbye to its coworkers.","A cat that behaves like a human is leaving office for the day, he walks past the office. He waves goodbye to its coworkers.",1:1,1440x1440,30.0,5s,"cat, human, office, day, goodbye, coworker"
clips/best car,"A cinematic shot of a futuristic front view car in the style of a live-action movie, with cool shapes, rich details, sharp textures, professional color grading, soft shadows, low contrast, and sharp focus.the camera rotates around the subject","A cinematic shot of a futuristic front view car in the style of a live-action movie, with cool shapes, rich details, sharp textures, professional color grading, soft shadows, low contrast, and sharp focus.the camera rotates...",16:9,1920x1080,30.0,5s,"shot, view, car, style, action, movie, shape, detail"
clips/a stone pig statue,"A short, dramatic video showcasing a stone pig statue with a crack from which lava flows, accompanied by a rising plume of smoke and ash, set against a picturesque natural landscape. The camera movements create a sense of discovery and intensity, drawing the viewer's attention to the statue's expression and the dynamic interplay between the natural elements.","A short, dramatic video showcasing a stone pig statue with a crack from which lava flows, accompanied by a rising plume of smoke and ash, set against a picturesque natural landscape. The camera movements create...",16:9,1920x1080,30.0,5s,"video, stone, pig, statue, crack, lava, flow, plume"
clips/kung-fu cat,",A cat looks at the camera, waving its hands to cast magic, with its clothes flying in the wind,. ,The camera rotates around the subject,",",A cat looks at the camera, waving its hands to cast magic, with its clothes flying in the wind,. ,The camera rotates around the subject,",1:1,960x960,30.0,10s,"cat, camera, hand, magic, clothe, wind, subject"
clips/Ts hardd,Can you animate the characters shining and swaying then all having a big bump then flying away,Can you animate the characters shining and swaying then all having a big bump then flying away,16:9,1280x720,30.0,10s,"character, bump"
clips/Egyptian beauty,"The breeze gently moves her hair and the fabric of her clothes slightly, She looks at the camera coquettishly and moves femininely. , with a slight zoom-out camera movement.","The breeze gently moves her hair and the fabric of her clothes slightly, She looks at the camera coquettishly and moves femininely. , with a slight zoom-out camera movement.",25:34,800x1088,30.0,5s,"breeze, hair, fabric, clothe, camera, zoom, movement"
clips/Soldiers,melihat teman temannya yang terkapar di tanah,melihat teman temannya yang terkapar di tanah,9:16,720x1280,30.0,5s,"teman, temannya, yang, terkapar, di, tanah"
clips/giant squid,The squid moved gently. The man stood watching.,The squid moved gently. The man stood watching.,9:16,1080x1920,30.0,5s,"squid, man"
clips/Eternal Love - Tom and Jerry,"A cinematic animation of an elderly cat and mouse sitting in a cozy vintage living room, wrapped in a checkered blanket by a warm fireplace. The cat, with silver whiskers, gently lifts a plate of fish covered in melted cheese, its golden glow reflecting in his nostalgic eyes. The mouse, wearing round glasses, watches with deep admiration. The fire’s warm light contrasts with the cold blue moonlight from the snowy window. As the cheese stretches, they share a heartfelt hug, eyes closed, expressing lifelong friendship and warmth and deep love in between, ending up with a big hug, camera moving up slowly","A cinematic animation of an elderly cat and mouse sitting in a cozy vintage living room, wrapped in a checkered blanket by a warm fireplace. The cat, with silver whiskers, gently lifts a plate of...",36:55,1152x1760,30.0,10s,"animation, cat, mouse, living, room, blanket, fireplace, whisker"
clips/Notewoof 2,writing dog,writing dog,9:16,1080x1920,30.0,5s,dog
clips/junk food,"sunlight streams through the tree, two creatures walk finding thing makes them happy camera slowly tilt across the garden","sunlight streams through the tree, two creatures walk finding thing makes them happy camera slowly tilt across the garden",16:9,1920x1080,30.0,10s,"sunlight, tree, creature, thing, camera, garden"
clips/Hell rider,"The infernal goat warrior strides forward, its hooves cracking the wet pavement with each step. Chains rattle against its tattered black coat, their metal whispering with ancient curses. Flames dance along its arms, licking the air with an unholy hunger. The hollow glow in its chest pulses like a burning core, casting flickering shadows on the smoke-choked streets. The city watches in stunned silence as it moves, a harbinger of vengeance, unstoppable and inevitable.","The infernal goat warrior strides forward, its hooves cracking the wet pavement with each step. Chains rattle against its tattered black coat, their metal whispering with ancient curses. Flames dance along its arms, licking the...",9:16,1080x1920,30.0,5s,"goat, warrior, stride, hoof, pavement, step, chain, coat"
clips/fairy decorate cake,fairy decorate cake,fairy decorate cake,9:16,1080x1920,30.0,5s,"fairy, decorate, cake"
clips/Tuxedocat,"The chubby and adorable tuxedo cat stands in the tomato garden, holding a small basket in its paws. It gently stretches up, reaching for a ripe red tomato hanging from the vine. Carefully using both paws, the cat plucks the tomato, examines it with a satisfied expression, then places it into the basket. The fresh green leaves rustle slightly as it moves, and the basket gradually fills with tomatoes. Its tail sways gently with each motion, while warm golden sunlight bathes the garden, creating a peaceful and cozy atmosphere.","The chubby and adorable tuxedo cat stands in the tomato garden, holding a small basket in its paws. It gently stretches up, reaching for a ripe red tomato hanging from the vine. Carefully using both...",9:16,1080x1920,30.0,5s,"chubby, tuxedo, cat, tomato, garden, basket, paw, vine"
clips/le monstre du grenier,"Dans l’ombre d’un grenier poussiéreux, une famille se tient figée face à une horreur indicible. Un monstre cauchemardesque, mi-démon, mi-créature antique, surgit du halo doré d’une lumière vacillante. Ses crocs dégoulinants et ses griffes démesurées transforment l’espace exigu en un piège sans issue. Le père, immobile, protège d’un bras tremblant ses enfants dont les visages reflètent une terreur pure. L’atmosphère est lourde, saturée de silence… juste avant l’inévitable.Effets visuels dynamiques :Travelling avant lent, caméra s’approchant de la créature pour accentuer la montée de l’angoisse.Jeu de lumière contrasté, la source lumineuse derrière le monstre le fait paraître encore plus imposant.Ombres mouvantes, créées par la faible oscillation de la lumière, accentuant la peur.Détails horrifiques, comme la bave s’écoulant lentement de ses crocs ou le frémissement de ses griffes.Réactions des enfants, yeux écarquillés, respiration saccadée, petits pas hésitants en arrière.","Dans l’ombre d’un grenier poussiéreux, une famille se tient figée face à une horreur indicible. Un monstre cauchemardesque, mi-démon, mi-créature antique, surgit du halo doré d’une lumière vacillante. Ses crocs dégoulinants et ses griffes démesurées...",9:16,1080x1920,30.0,10s,"dans, d’un, grenier, poussiéreux, une, famille, se, tient"
clips/Love in her eyes,"girl looking in camera, blue smoke slowly moving aroun her face","girl looking in camera, blue smoke slowly moving aroun her face",1:1,960x960,30.0,5s,"girl, camera, smoke, aroun, face"
clips/Sorceress of the Shadows,"black mage in a field on fire, holding a magical staff, black cloth armour with silver and purple pattern, beautiful eyes, symmetric eyes circular iris, beautiful face, closed mouth, long soft dark hair. There is a flame on to of her staff.","black mage in a field on fire, holding a magical staff, black cloth armour with silver and purple pattern, beautiful eyes, symmetric eyes circular iris, beautiful face, closed mouth, long soft dark hair. There is...",13:17,1248x1632,30.0,10s,"mage, field, fire, staff, cloth, armour, silver, pattern"
clips/bedtime story,"A friendly owl with a gentle expression reading a storybook to her two playful owlets, one with light gray feathers and the other with dark brown feathers, they are sitting on a sturdy branch of a large tree, a warm campfire glowing below, in a peaceful nighttime setting.","A friendly owl with a gentle expression reading a storybook to her two playful owlets, one with light gray feathers and the other with dark brown feathers, they are sitting on a sturdy branch of...",16:9,1920x1080,30.0,5s,"owl, expression, storybook, owlet, feather, branch, tree, campfire"
clips/My soft friend,The cat sneaks up on the lamb and grabs it with its front paws,The cat sneaks up on the lamb and grabs it with its front paws,9:16,720x1280,30.0,5s,"cat, lamb, paw"
clips/mystical woman,"A hyperrealistic A mystical woman with long black hair that transitions into the shape of an eagle stands in a dark, enchanted forest. She is dressed as a dark elf queen, wearing intricately designed black leather armor and a horned helmet. Her piercing gaze exudes power and mystery. On her armored arm, a raven perches, nervously looking around as if sensing an unseen danger. The dim moonlight filters through the dense trees, casting eerie shadows. The atmosphere is dark, magical, and slightly foreboding, capturing the essence of fantasy and mysticism.","A hyperrealistic A mystical woman with long black hair that transitions into the shape of an eagle stands in a dark, enchanted forest. She is dressed as a dark elf queen, wearing intricately designed black...",27:32,864x1024,30.0,15s,"woman, hair, shape, eagle, forest, dark, elf, queen"
clips/Elf girl,the camera rotates around the subject,the camera rotates around the subject,1:1,960x960,30.0,5s,"camera, subject"
clips/The Lone Radiance,"Animate the scene so that the black birds take flight one by one, creating a dramatic and mesmerizing sequence as they scatter into the air. The yellow bird remains perfectly still, perched confidently in the center. As the last of the black birds disappears, the yellow bird slowly turns its head toward the camera, locking eyes with an intense, unwavering gaze. The motion should feel smooth and cinematic, with the yellow bird radiating calm and focus amidst the movement.","Animate the scene so that the black birds take flight one by one, creating a dramatic and mesmerizing sequence as they scatter into the air. The yellow bird remains perfectly still, perched confidently in the...",38:53,1216x1696,30.0,10s,"scene, bird, flight, sequence, air, center, head, camera"
clips/Woman in podcast studio,a woman speaks. the camera is static,a woman speaks. the camera is static,1:1,1440x1440,30.0,10s,"woman, camera"
clips/Meticulously prepared sushi,Chefs place large slices of salmon on top of sushi,Chefs place large slices of salmon on top of sushi,9:16,1080x1920,30.0,5s,"chef, slice, salmon, top, sushi"
clips/Pirate Woman,"She make a small smile, lowering your head gently, your hands go up to your chest","She make a small smile, lowering your head gently, your hands go up to your chest",16:9,1920x1080,30.0,5s,"smile, head, hand, chest"
clips/the red rabbit and purple tortoi,"Close-up of the red rabbit and purple tortoise smiling at each other. The rabbit nods in appreciation, while the tortoise gives a kind, understanding look, as they make peace after the race.","Close-up of the red rabbit and purple tortoise smiling at each other. The rabbit nods in appreciation, while the tortoise gives a kind, understanding look, as they make peace after the race.",59:33,1888x1056,30.0,5s,"up, rabbit, tortoise, nod, appreciation, kind, peace, race"
clips/next ai influencer,"beautiful women smile, wink, closed her eyes","beautiful women smile, wink, closed her eyes",1:1,1440x1440,30.0,10s,"woman, smile, wink, eye"
clips/Cat helper,"The cat is sweeping the floor ,the camera zooms in","The cat is sweeping the floor ,the camera zooms in",9:16,1080x1920,30.0,5s,"cat, floor, camera, zoom"
clips/Kaavyasaa Wood Pressed Oil,Image to be shown in a very nice kitchen area,Image to be shown in a very nice kitchen area,16:9,1280x720,30.0,5s,"image, kitchen, area"
