path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/my love.mp4,"She smiled and posed on the catwalk, then raised her left hand to greet the viewers and then walked towards the camera with the Team Signboard in hand, the camera following her every step.","She smiled and posed on the catwalk, then raised her left hand to greet the viewers and then walked towards the camera with the Team Signboard in hand, the camera following her every step.",37:54,1184x1728,30.0,10s,"catwalk, hand, viewer, camera, team, signboard, step"
clips/Coffee war.mp4,"A coffee cup shaped like Earth sits on a wooden table, with tiny sailing ships navigating its steaming ocean, Miniture men pick up and throw the coffee beans at the ships, Two ships on the left fire their cannons at the ship on the right, with flashes and smoke effects. The ship on the right fires back but is hit by an explosive blast, sending debris flying. It tilts, taking on water, and sinks dramatically beneath the surface. Ripples spread as the victorious ships sail forward.","A coffee cup shaped like Earth sits on a wooden table, with tiny sailing ships navigating its steaming ocean, Miniture men pick up and throw the coffee beans at the ships, Two ships on the...",9:16,1080x1920,30.0,5s,"coffee, cup, earth, table, sailing, ship, steaming, ocean"
clips/icecream sailing ship.mp4,A ship sails the sea,A ship sails the sea,9:16,720x1280,30.0,5s,"ship, sail, sea"
clips/The Astronaut.mp4,Astronaut with smoke coming out of his helmet. Looking around on a foreign planet. Camera slowly zooms out.,Astronaut with smoke coming out of his helmet. Looking around on a foreign planet. Camera slowly zooms out.,9:16,1080x1920,30.0,10s,"astronaut, smoke, helmet, planet, camera"
clips/car transforms into iron man.mp4,"car transforms into iron man, transformation scene like transformer movie.The transformation scene is vivid and realistic.","car transforms into iron man, transformation scene like transformer movie.The transformation scene is vivid and realistic.",2:3,1152x1728,30.0,5s,"car, iron, man, transformation, scene, transformer, movie"
clips/chocolate factory.mp4,"Chocolate is flowing, and a worker is working.","Chocolate is flowing, and a worker is working.",9:16,720x1280,30.0,10s,"chocolate, worker"
clips/The little dino.mp4,"the little baby t-rex dinosaur is walking in front slowly. then suddenly stop and look into the camera surprisingly. curious eyes. natural movements,the camera is stationary","the little baby t-rex dinosaur is walking in front slowly. then suddenly stop and look into the camera surprisingly. curious eyes. natural movements,the camera is stationary",9:16,1080x1920,30.0,5s,"baby, t, rex, dinosaur, front, camera, eye, movement"
clips/animal hybrid.mp4,"the camera follows the subject moving,hewan menyatu menjadi hewan seperti gambar terakhir dan berjalan","the camera follows the subject moving,hewan menyatu menjadi hewan seperti gambar terakhir dan berjalan",34:59,1088x1888,30.0,10s,"camera, subject, moving, hewan, menyatu, menjadi, seperti, gambar"
clips/Redhead blue dress.mp4,pretty redhead woman smiling and turning to show off her figure in pretty blue dress. She is in a modern office,pretty redhead woman smiling and turning to show off her figure in pretty blue dress. She is in a modern office,36:55,1152x1760,30.0,5s,"woman, figure, dress, office"
clips/calming the darkness.mp4,"male transforming into a dragon demon with horns, female holding male while crying, males eyes darkening,the camera zooms in,nature light,sunlight,rich details,mysterious","male transforming into a dragon demon with horns, female holding male while crying, males eyes darkening,the camera zooms in,nature light,sunlight,rich details,mysterious",9:16,720x1280,30.0,10s,"transforming, dragon, demon, horn, male, eye, camera, zoom"
clips/Village.mp4,"animate this model realistically, she is breathing slowly, there is wind blowing gently moving grass, hair and dress","animate this model realistically, she is breathing slowly, there is wind blowing gently moving grass, hair and dress",13:17,1248x1632,30.0,5s,"model, wind, grass, hair, dress"
clips/New game in town.mp4,a hand holding the game and moving it to the sides,a hand holding the game and moving it to the sides,9:16,1080x1920,30.0,5s,"hand, game, side"
clips/Ангел.mp4,Девочка превращается в светлого ангела.positioned at a Long Shot,Девочка превращается в светлого ангела.positioned at a Long Shot,9:16,720x1280,30.0,5s,"девочка, в, светлого, long, shot"
clips/Witch on fire.mp4,"black mage in a field on fire, black dress, beautiful eyes, symmetric eyes circular iris, beautiful face, closed mouth, long soft dark hair. There is a hell flame burning within her eyes.","black mage in a field on fire, black dress, beautiful eyes, symmetric eyes circular iris, beautiful face, closed mouth, long soft dark hair. There is a hell flame burning within her eyes.",34:59,1088x1888,30.0,5s,"mage, field, fire, dress, eye, circular, iris, face"
clips/Scary pets.mp4,"A man sitting a massive cobra turns his head slightly. The cobra shifts subtly, making a slight movement. gentle environmental motion. handmade video, casual footage","A man sitting a massive cobra turns his head slightly. The cobra shifts subtly, making a slight movement. gentle environmental motion. handmade video, casual footage",9:16,1080x1920,30.0,5s,"man, cobra, head, shift, movement, motion, handmade, video"
clips/A strong cat.mp4,"A fat orange cat wearing bulletproof vest, wielding a submachine gun and shooting around the bank","A fat orange cat wearing bulletproof vest, wielding a submachine gun and shooting around the bank",9:16,720x1280,30.0,5s,"cat, bulletproof, vest, submachine, gun, bank"
clips/Al dente !.mp4,"Little cooks prepare a gigantic cauldron of steaming spaghetti, lifting and stirring it with a giant whisk.","Little cooks prepare a gigantic cauldron of steaming spaghetti, lifting and stirring it with a giant whisk.",35:57,1120x1824,30.0,5s,"cook, cauldron, spaghetti, whisk"
clips/Yoshimitsu 2.0.mp4,"A demonic samurai warrior clad in black and gold armor stands in a mystical forest. His glowing red eyes burn intensely beneath his horned helmet, exuding an aura of power. The leaves around him tremble as an eerie wind sweeps through the scene. Slowly, he rises, his presence imposing and unstoppable. In his hand, a glowing katana hums with energy, radiating an otherworldly light. As he lifts his sword, mystical energy surges through the blade, pulsing brighter. The sky darkens gradually, with swirling storm clouds creeping in, shrouding the forest in shadow. His silhouette stretches ominously, and a flash of lightning illuminates the scene, casting dramatic contrasts of light and darkness.","A demonic samurai warrior clad in black and gold armor stands in a mystical forest. His glowing red eyes burn intensely beneath his horned helmet, exuding an aura of power. The leaves around him tremble...",9:16,720x1280,30.0,10s,"samurai, warrior, gold, armor, forest, eye, helmet, aura"
clips/A singer and songwriter passiona.mp4,tocando calmamente e cantando um refrão,tocando calmamente e cantando um refrão,9:16,1080x1920,30.0,10s,"tocando, calmamente, e, cantando"
clips/Baby doing lift.mp4,"The baby lifts a dumbbell up and down with both hands. The cat watches the baby, then leans its head gently against the baby. muted color","The baby lifts a dumbbell up and down with both hands. The cat watches the baby, then leans its head gently against the baby. muted color",9:16,1080x1920,30.0,5s,"baby, dumbbell, hand, cat, head, color"
clips/Listening to that song.mp4,smiling and silently dancing in her sear as she listens to her favourite song,smiling and silently dancing in her sear as she listens to her favourite song,9:16,1080x1920,30.0,10s,"sear, song"
clips/Girl and dog birthday.mp4,"the girl and dog jump happy smooth movement, photorealistic, high quality","the girl and dog jump happy smooth movement, photorealistic, high quality",9:16,720x1280,30.0,5s,"girl, dog, movement, quality"
clips/Ancient Village Life & Construct.mp4,"A POV shot follows as the viewer walks toward a group of workers sitting on woven mats, sharing a meal in front of a wooden house under construction. The background is alive with workers actively building, while a gentle breeze moves through the scene, rustling leaves and creating a serene atmosphere. The camera smoothly lowers as the viewer joins the group, enhancing immersion. Muted, earthy tones and realistic textures bring warmth to the moment, evoking a sense of peace and harmony","A POV shot follows as the viewer walks toward a group of workers sitting on woven mats, sharing a meal in front of a wooden house under construction. The background is alive with workers actively...",9:16,1080x1920,30.0,5s,"pov, shot, viewer, group, worker, mat, meal, front"
clips/The car transforms into Bumblebe.mp4,"The car transforms into Bumblebee yellow robot, transforming like in the Transformers movie.","The car transforms into Bumblebee yellow robot, transforming like in the Transformers movie.",9:16,1080x1920,30.0,5s,"car, bumblebee, robot, transformers, movie"
clips/Weekend Trekking.mp4,"The girl is climbing up, camera from low angle","The girl is climbing up, camera from low angle",9:16,1080x1920,30.0,5s,"girl, camera, angle"
clips/Защитник.mp4,"the camera rotates around the subject,positioned at a Long Shot","the camera rotates around the subject,positioned at a Long Shot",9:16,720x1280,30.0,5s,"camera, subject, long, shot"
clips/Druid.mp4,"The camera moves slowly, capturing the tranquil atmosphere. A gentle breeze causes subtle ripples in the water, reflecting soft sunlight. Leaves sway slightly as the wind passes through. The camera performs a smooth close-up shot, focusing on the fine details of the scene. A slight depth-of-field effect blurs the background softly, creating an immersive, dreamlike feel. The scene remains serene and motionless, except for the natural, delicate movements of the surroundings. The lighting subtly shifts as the sun filters through the foliage.","The camera moves slowly, capturing the tranquil atmosphere. A gentle breeze causes subtle ripples in the water, reflecting soft sunlight. Leaves sway slightly as the wind passes through. The camera performs a smooth close-up shot,...",9:16,1080x1920,30.0,10s,"camera, tranquil, atmosphere, breeze, ripple, water, sunlight, leave"
clips/sexy latex woman.mp4,"belle femme, debout tourne sur elle-même puis se penche pour montrer ses fesses","belle femme, debout tourne sur elle-même puis se penche pour montrer ses fesses",13:19,832x1216,30.0,10s,"belle, femme, tourne, sur, elle, même, puis, se"
clips/Pretty woman in green.mp4,Woman with ponytail that is leaning on the edge of a desk stands up right and does a quarter turn showing off her dress,Woman with ponytail that is leaning on the edge of a desk stands up right and does a quarter turn showing off her dress,36:55,1152x1760,30.0,5s,"woman, ponytail, edge, desk, quarter, dress"
clips/Warrior Tiger.mp4,"Dolly shot with zoom: The camera follows a graceful subject walking and posing towards the camera, with a sword, exuding an aura of raw power and wisdom. It's an ultra-wide shot transitioning to a close-up of the subject focused face. The environment is a mystical realm, surrounded by a glowing, otherworldly forest. Rendered in ultra-high definition, using Unreal Engine, with trending Art Station quality, cinematic lighting. Ensure the transition is smooth, with no visible artifacts or glitches.","Dolly shot with zoom: The camera follows a graceful subject walking and posing towards the camera, with a sword, exuding an aura of raw power and wisdom. It's an ultra-wide shot transitioning to a close-up...",9:16,720x1280,30.0,5s,"zoom, camera, subject, walking, posing, sword, aura, power"
clips/Me and my babe.mp4,Both fuckimg each other and faces should not be changed,Both fuckimg each other and faces should not be changed,9:16,720x1280,30.0,10s,face
clips/birds.mp4,"the camera is stationary, rainy day, mother bird protects baby birds from rain, stationary camera","the camera is stationary, rainy day, mother bird protects baby birds from rain, stationary camera",9:16,1080x1920,30.0,10s,"camera, day, mother, bird, baby, rain"
clips/A solda kitten runs towards us.mp4,Il court vers nous,Il court vers nous,9:16,720x1280,30.0,5s,"il, court"
clips/Little Cat.mp4,"cinematic,the camera rotates around the subject.","cinematic,the camera rotates around the subject.",22:39,704x1248,30.0,5s,"cinematic, camera, subject"
clips/Workers are working with a cup o.mp4,Workers are working with a cup of coffee.,Workers are working with a cup of coffee.,38:51,1216x1632,30.0,5s,"worker, cup, coffee"
clips/JP animation nHigh school girl.mp4,"the camera rotates around the subject,Hair, blouse, or skirt fluttering in the wind, blinking, tucking hair behind the ear","the camera rotates around the subject,Hair, blouse, or skirt fluttering in the wind, blinking, tucking hair behind the ear",36:55,1152x1760,30.0,5s,"camera, subject, hair, blouse, skirt, wind, ear"
clips/Barcelona FC Submarine.mp4,The submarine is moving in fast motion towards the south direction of the camera. Drone camera follows the submarine while moving horizontally around it. There are fish swimming too.,The submarine is moving in fast motion towards the south direction of the camera. Drone camera follows the submarine while moving horizontally around it. There are fish swimming too.,34:59,1088x1888,30.0,5s,"submarine, motion, direction, camera, drone, fish"
clips/Spring is coming.mp4,"A beautiful arrangement of pink peonies blooming around the entrance, realistic petals opening gradually, soft natural light, cinematic depth, high detail, photorealistic style. The flowers gently wrap around the archway and blend seamlessly with the existing architecture, creating a magical and elegant atmosphere.","A beautiful arrangement of pink peonies blooming around the entrance, realistic petals opening gradually, soft natural light, cinematic depth, high detail, photorealistic style. The flowers gently wrap around the archway and blend seamlessly with the...",36:55,1152x1760,30.0,10s,"arrangement, peony, entrance, petal, light, depth, detail, style"
clips/A cool duck motorbike.mp4,"A cute yellow duckling, wearing a colorful scarf, is speeding on a motorcycle down a bustling street. The duckling leans to the side of the frame, skillfully swerving as the wind blows through its fluffy feathers, causing the scarf to flutter wildly behind it. The background shows blurred motion as the city rushes by, capturing the thrill of the duckling’s fast-paced ride. The action is dynamic, and the duckling’s wide eyes are filled with excitement as it maneuvers the motorcycle with confidence","A cute yellow duckling, wearing a colorful scarf, is speeding on a motorcycle down a bustling street. The duckling leans to the side of the frame, skillfully swerving as the wind blows through its fluffy...",9:16,1080x1920,30.0,5s,"duckling, scarf, motorcycle, street, lean, side, frame, wind"
clips/Asian Model businesspresentation.mp4,she is doing presentation and talking to audience,she is doing presentation and talking to audience,13:17,832x1088,30.0,10s,"presentation, audience"
clips/Sloth vs. Eiffel Tower.mp4,a happy giant three-toed sloth climbing up the Leaning Tower of Pisa. The tower becomes more crooked and crumbles the further the sloth climbs up. A crowd of panicing people standing around the tower watching the tower.,a happy giant three-toed sloth climbing up the Leaning Tower of Pisa. The tower becomes more crooked and crumbles the further the sloth climbs up. A crowd of panicing people standing around the tower watching...,36:55,1152x1760,30.0,10s,"toed, sloth, tower, pisa, crowd, people"
clips/Mystic train.mp4,train driving through the woods,train driving through the woods,9:16,1080x1920,30.0,5s,"train, wood"
clips/Anubis.mp4,"The massive Anubis-like figure walks forward with slow, deliberate steps, each footfall shaking the wooden bridge beneath him. His towering presence casts a long shadow over the enslaved workers who struggle to pull heavy ropes attached to his golden garments. The dust swirls around their feet, kicked up with every movement, creating a hazy atmosphere in the scorching desert heat. The workers strain and stumble under the weight, their bodies swaying as they pull in synchronized effort. Some turn their heads nervously toward the approaching giant, while others focus on their task with grim determination. The ancient ruins in the background remain still, but the sand shifts subtly with the wind, adding to the dynamic energy of the scene. The Anubis figure’s golden ornaments glint under the sunlight as he moves forward, his head tilting slightly as if surveying the scene. His muscles flex with each motion, and the ropes creak under tension. Natural and realistic motion.","The massive Anubis-like figure walks forward with slow, deliberate steps, each footfall shaking the wooden bridge beneath him. His towering presence casts a long shadow over the enslaved workers who struggle to pull heavy ropes...",36:55,1152x1760,30.0,5s,"anubis, figure, step, footfall, bridge, presence, shadow, worker"
clips/Aurelia joggt.mp4,"Aurelia, eine junge, athletische Frau mit langen, dunklen Haaren und einem fokussierten, aber entspannten Gesichtsausdruck, joggt in einem wunderschönen Park am frühen Morgen. Sie trägt ein stilvolles, sportliches Outfit – eine eng anliegende Sportleggings und ein passendes Top oder Sport-BH, kombiniert mit modernen Laufschuhen. Ihre Bewegungen sind flüssig, elegant und sportlich, mit einem natürlichen Laufstil. Ihre Arme schwingen im Rhythmus, während sie leichtfüßig über den gepflasterten oder naturbelassenen Weg läuft. Im Hintergrund sind Bäume, grüne Wiesen und vielleicht ein kleiner See zu sehen, während die Morgensonne sanft durch die Blätter scheint. Eine leichte Brise bewegt ihre Haare, und ihr Atem ist ruhig und kontrolliert. Der Fokus liegt auf ihrer kraftvollen, aber harmonischen Bewegung, während sie mit natürlicher Eleganz durch die Szene joggt.","Aurelia, eine junge, athletische Frau mit langen, dunklen Haaren und einem fokussierten, aber entspannten Gesichtsausdruck, joggt in einem wunderschönen Park am frühen Morgen. Sie trägt ein stilvolles, sportliches Outfit – eine eng anliegende Sportleggings und...",9:16,1080x1920,30.0,5s,"aurelia, eine, junge, athletische, frau, mit, langen, dunklen"
clips/soul paintings.mp4,художественное превращение. краски перетекают с картины в другую картину. красивое превращение. игра красок,художественное превращение. краски перетекают с картины в другую картину. красивое превращение. игра красок,13:18,832x1152,30.0,5s,"художественное, превращение, ., краски, с, картины, в, другую"
clips/Heart-shaped box.mp4,"Tiny child stands up and holds out a red heart, smiles a sweet smile, zoom on heart in child's smiling face, muted colours, everything in motion","Tiny child stands up and holds out a red heart, smiles a sweet smile, zoom on heart in child's smiling face, muted colours, everything in motion",13:17,1248x1632,30.0,5s,"child, heart, smile, zoom, face, colour, motion"
clips/the cook and grilled chicken !.mp4,the cook is cooking the chicken breast.,the cook is cooking the chicken breast.,9:16,1080x1920,30.0,5s,"cook, chicken, breast"
clips/Let's eat cake everyone.mp4,"A whimsical miniature world where tiny workers in yellow hats and aprons are building a dessert made of kiwis and powdered sugar. The scene features a half-cut kiwi slice resembling a mountain, with ladders on both sides, as tiny bakers carry baskets full of kiwi wedges. Some workers are climbing the ladders, while others are spreading powdered sugar like snow. From the sky, fine powder gently falls onto the dessert, creating a magical effect. A warm light shines into the camera, casting soft shadows of the miniature workers as they labor diligently. Some are carefully decorating the cake, while others are arranging kiwi slices in perfect patterns. The details are intricate, making it look like a delightful combination of food photography and fantasy miniature art, with a dreamy, pastel pink color palette and warm lighting","A whimsical miniature world where tiny workers in yellow hats and aprons are building a dessert made of kiwis and powdered sugar. The scene features a half-cut kiwi slice resembling a mountain, with ladders on...",9:16,720x1280,30.0,5s,"world, worker, hat, apron, dessert, kiwis, sugar, scene"
clips/Scarys of the Magical Forest.mp4,"one little monster carefully swings the second little monster on a swing, they look at each other lovingly, smile and are silent, butterflies fly around","one little monster carefully swings the second little monster on a swing, they look at each other lovingly, smile and are silent, butterflies fly around",2:3,768x1152,30.0,5s,"monster, swing, butterfly"
clips/Dragon.mp4,"A small, snow-white baby dragon with shiny, big bead-like eyes full of innocence and curiosity sits on a pile of rocks. Its head turns to the side as it cautiously looks around, moving its tiny paws gently.Then, it leans slightly forward, its face showing a hint of embarrassment. The dragon lets out a soft hiccup, its eyes widening in surprise, and on the exhale, a tiny, shimmering flame emerges from its mouth. The flame floats into the air and dissolves, leaving behind a faint golden glow.The camera focuses on the dragon’s facial expressions, capturing the pure adorableness of the moment. Its small wings flutter slightly, adding subtle movement to the scene, while tiny sparks appear around it, enhancing the atmosphere of warmth and magic.","A small, snow-white baby dragon with shiny, big bead-like eyes full of innocence and curiosity sits on a pile of rocks. Its head turns to the side as it cautiously looks around, moving its tiny...",31:65,992x2080,30.0,5s,"snow, baby, dragon, bead, eye, innocence, curiosity, pile"
clips/parfaitement avec.mp4,the camera follows the subject moving,the camera follows the subject moving,22:39,704x1248,30.0,5s,"camera, subject"
clips/Hi.mp4,"Mosasaurus, swimming gracefully in the deep ocean. The scene begins with a peaceful underwater environment, sunlight filtering through the water, illuminating the majestic creature's scaly body. The Mosasaurus moves smoothly, gliding past schools of prehistoric fish. Suddenly, it senses something and shifts its focus toward the camera. With a dramatic change in energy, the Mosasaurus propels itself forward, its powerful tail creating turbulence. As it gets closer, its jaws open wide, revealing rows of razor-sharp teeth. The camera shakes slightly as the creature charges aggressively, causing the water to swirl violently around it. At the final moment, the Mosasaurus slams into the camera, engulfing the screen in darkness, creating an intense and thrilling ending.","Mosasaurus, swimming gracefully in the deep ocean. The scene begins with a peaceful underwater environment, sunlight filtering through the water, illuminating the majestic creature's scaly body. The Mosasaurus moves smoothly, gliding past schools of prehistoric...",34:59,1088x1888,30.0,10s,"mosasaurus, ocean, scene, environment, sunlight, water, creature, scaly"
clips/Hulk and ghost rider ☠️ fusion.mp4,"""Ghost rider & hulk towards each other, colliding gracefully in mid-air. As they clash, their forms blend and swirl, merging into a striking hybrid creature that embodies features of both, showcasing vibrant colors and dynamic movement in the transformation.""","""Ghost rider & hulk towards each other, colliding gracefully in mid-air. As they clash, their forms blend and swirl, merging into a striking hybrid creature that embodies features of both, showcasing vibrant colors and dynamic...",33:59,1056x1888,30.0,5s,"ghost, rider, hulk, mid, -, air, form, swirl"
clips/Pokémon card travel.mp4,Make the camera go inside the card and the Pokémon descending towards the water,Make the camera go inside the card and the Pokémon descending towards the water,25:34,800x1088,30.0,5s,"camera, card, pokémon, water"
clips/summer outfit model.mp4,A model turning around to show the outfit,A model turning around to show the outfit,13:17,832x1088,30.0,5s,"model, outfit"
clips/Cat chilling on guitar.mp4,"The cat strums the guitar slowly, each movement of its paw gentle and deliberate. It pauses occasionally, looking around in a relaxed manner, before continuing to play with calm, rhythmic strums. The camera captures the subtle movement of the strings vibrating with each strum, with the soft background lighting enhancing the peaceful atmosphere. The video should have smooth transitions, focusing on the fluid motion of the cat's paws and the tranquil vibe of the scene.","The cat strums the guitar slowly, each movement of its paw gentle and deliberate. It pauses occasionally, looking around in a relaxed manner, before continuing to play with calm, rhythmic strums. The camera captures the...",9:16,1080x1920,30.0,10s,"cat, guitar, movement, paw, manner, strum, camera, string"
clips/T-shirts made from images.mp4,"Create a fashion model video from the provided image. The model is a Vietnamese woman with the same face, arms and legs as the previous video. She is wearing a T-shirt, loose-fitting jeans and walks gracefully in a luxury resort, with natural light highlighting her facial features. She walks without stumbling. Her hands are empty - she is not holding a bag or anything else. Keep the T-shirt and all accessories exactly as in the reference image. Keep the exact fabric texture, color and fit, ensuring natural body movement without distortion.","Create a fashion model video from the provided image. The model is a Vietnamese woman with the same face, arms and legs as the previous video. She is wearing a T-shirt, loose-fitting jeans and walks...",9:16,720x1280,30.0,5s,"fashion, model, video, image, woman, face, arm, leg"
clips/Winter vibe.mp4,"the baby and the cat are laughing, the cat licks the ice cream that the baby is holding in his hand, snow is falling","the baby and the cat are laughing, the cat licks the ice cream that the baby is holding in his hand, snow is falling",9:16,1080x1920,30.0,5s,"baby, cat, ice, cream, hand, snow"
clips/Shahmaran.mp4,"A woman sits perfectly still on a stone throne in a dimly lit chamber, her intense gaze fixed on the camera. Her long, wavy black hair and ornate golden crown shimmer under the flickering torchlight in the background. Around her, multiple serpents coil and slither slowly and naturally, their smooth, glistening scales catching the light as they move. The serpents intertwine and shift their bodies rhythmically, creating fluid, mesmerizing patterns on the floor. Meanwhile, the camera slowly zooms in on the woman’s face, emphasizing her piercing eyes and calm, commanding presence. All movements are smooth, natural, and in slow motion, enhancing the ethereal atmosphere of the scene.","A woman sits perfectly still on a stone throne in a dimly lit chamber, her intense gaze fixed on the camera. Her long, wavy black hair and ornate golden crown shimmer under the flickering torchlight...",9:16,1080x1920,30.0,5s,"woman, stone, throne, chamber, gaze, camera, hair, crown"
clips/Fox and samurai.mp4,"A dramatic fusion scene under a glowing full moon, where a fierce samurai and a mesmerizing nine-tailed fox spirit merge into one powerful entity. The samurai, gripping a dagger, is mid-transformation—his armor cracking and shifting as glowing fox tails emerge from his back. Ethereal silver energy swirls around them, intertwining their forms. The nine-tailed fox spirit, a stunning woman with flowing hair and piercing eyes, is enveloping the samurai in a radiant aura, her body dissolving into streaks of light that merge with his. Their faces briefly overlap, capturing the intense moment of transformation. The scene is set in a misty bamboo forest, with leaves and embers floating in the air, adding to the mystical atmosphere. The fusion radiates raw power, a perfect balance between the warrior’s discipline and the fox spirit’s supernatural grace.","A dramatic fusion scene under a glowing full moon, where a fierce samurai and a mesmerizing nine-tailed fox spirit merge into one powerful entity. The samurai, gripping a dagger, is mid-transformation—his armor cracking and shifting...",9:16,1080x1920,30.0,10s,"fusion, scene, moon, samurai, fox, spirit, entity, dagger"
clips/The Wolf king of the country.mp4,"Animate the colossal Beast Titan striding forward with raw aggression. Its massive, ape-like frame moves with terrifying force, each step shaking the earth beneath it. Its piercing eyes glare ahead, scanning the landscape with primal fury. Muscles ripple under its thick fur as it swings its powerful arms, exuding dominance and destruction. The wind howls through the mountain valleys, mist curling around its imposing figure. The ground quakes violently with each thunderous step, accompanied by the distant echoes of fear-stricken voices.","Animate the colossal Beast Titan striding forward with raw aggression. Its massive, ape-like frame moves with terrifying force, each step shaking the earth beneath it. Its piercing eyes glare ahead, scanning the landscape with primal...",9:16,720x1280,30.0,5s,"beast, titan, aggression, ape, frame, move, force, step"
clips/lion + Lamborghini.mp4,the lion and sport car they merge to create hybrid creature,the lion and sport car they merge to create hybrid creature,34:59,1088x1888,30.0,5s,"lion, sport, car, creature"
clips/Northern mercenaries.mp4,A woman holds a weapon and screams. Bear runs forward. Zoom in.,A woman holds a weapon and screams. Bear runs forward. Zoom in.,9:16,720x1280,30.0,5s,"woman, weapon, scream, bear, zoom"
clips/Beautiful Blonde Girl in Fields.mp4,gorgeous blonde girl staring longingly. Her hair is flowing in the wind. She is beautiful. She blinks and smiles seductively. She is flirting with the camera.,gorgeous blonde girl staring longingly. Her hair is flowing in the wind. She is beautiful. She blinks and smiles seductively. She is flirting with the camera.,9:16,1080x1920,30.0,5s,"girl, hair, wind, camera"
clips/Eggplant flexing muscles.mp4,"the camera is stationary,subject is posing like a body builder with a ""Front Double Biceps"" pose","the camera is stationary,subject is posing like a body builder with a ""Front Double Biceps"" pose",9:16,1080x1920,30.0,5s,"camera, body, builder, biceps"
clips/Kiláng Kúih Rāyā.mp4,"A whimsical miniature bakery comes to life with tiny chefs and bakers actively preparing delicious pastries. The chefs move with coordinated precision, kneading dough, piping cream, and carefully placing delicate toppings. One chef slides a tray of golden pastries from the oven while another sprinkles sugar with a gentle motion. Steam rises naturally from the industrial ovens, dissipating in soft curls. The small, realistic movements of the workers create a charming and lively atmosphere. Subtle lighting flickers as the warm glow of the oven illuminates the workspace. Crumbs scatter slightly as pastries are carefully arranged. The entire scene flows with seamless, natural motion, creating an enchanting and immersive visual experience.","A whimsical miniature bakery comes to life with tiny chefs and bakers actively preparing delicious pastries. The chefs move with coordinated precision, kneading dough, piping cream, and carefully placing delicate toppings. One chef slides a...",22:39,704x1248,30.0,5s,"bakery, life, chef, baker, pastry, precision, dough, cream"
clips/My little pet cat.mp4,they walk slowly,they walk slowly,34:59,1088x1888,30.0,5s,
clips/Dark Fantasy Cat.mp4,"A photorealistic image of the kitten bard gripping the hilt of its enchanted sword, readying a spell while standing on the edge of a towering cliff. The bard’s eyes glimmer with magic as swirling energy dances around the blade. Below, a raging storm crashes against the rocky shore, sending waves of darkness rising upwards.","A photorealistic image of the kitten bard gripping the hilt of its enchanted sword, readying a spell while standing on the edge of a towering cliff. The bard’s eyes glimmer with magic as swirling energy...",9:16,720x1280,30.0,5s,"image, bard, hilt, sword, spell, edge, cliff, eye"
clips/Cute.mp4,"closes his eyes, pouts, wears cute, bright clothes, sits on the floor and moves his feet.","closes his eyes, pouts, wears cute, bright clothes, sits on the floor and moves his feet.",9:16,720x1280,30.0,5s,"eye, pout, clothe, floor, foot"
clips/Tenderness.mp4,The girl gently strokes the rabbit holding it in her arms. The rabbit and the girl look at each other. The girl smiles tenderly looking at the rabbit.,The girl gently strokes the rabbit holding it in her arms. The rabbit and the girl look at each other. The girl smiles tenderly looking at the rabbit.,9:16,720x1280,30.0,10s,"girl, rabbit, arm"
clips/Automatic doors.mp4,"the camera is stationary,the three automatic doors open the same direction simultaneously, then the three women walk in and stand inside with same pace, then the doors close wheile they stand still","the camera is stationary,the three automatic doors open the same direction simultaneously, then the three women walk in and stand inside with same pace, then the doors close wheile they stand still",9:16,1080x1920,30.0,10s,"camera, door, direction, woman, pace"
clips/Wings of fire.mp4,Wings of fire turns into a funnel of fire and lifts the figure into the air,Wings of fire turns into a funnel of fire and lifts the figure into the air,9:16,1080x1920,30.0,10s,"wing, fire, funnel, figure, air"
clips/Mother of Dragons.mp4,"Daenerys, the Mother of Dragons, stands tall and proud next to her fierce and majestic dragon, its scales glistening in the sunlight. The scene is straight out of a Game of Thrones episode, with Daenerys' flowing silver hair and regal attire adding to the epic fantasy feel.","Daenerys, the Mother of Dragons, stands tall and proud next to her fierce and majestic dragon, its scales glistening in the sunlight. The scene is straight out of a Game of Thrones episode, with Daenerys'...",34:59,1088x1888,30.0,10s,"daenerys, mother, dragons, dragon, scale, sunlight, scene, game"
clips/Model In Red Jump Suit.mp4,Woman smiles and flexes her tone muscles then turns to walk away from the camera wiggling her large butt,Woman smiles and flexes her tone muscles then turns to walk away from the camera wiggling her large butt,31:63,992x2016,30.0,5s,"woman, tone, muscle, camera, butt"
clips/The streets of Nineveh.mp4,A woman walking slowly down the street of an ancient city. A gust of wind gently moves her flowing robes. The camera follows her movement.,A woman walking slowly down the street of an ancient city. A gust of wind gently moves her flowing robes. The camera follows her movement.,26:33,832x1056,30.0,5s,"woman, street, city, gust, wind, robe, camera, movement"
clips/Blue Monday by New Order.mp4,"A giant mirror ball is floating in the sky, The mirror ball is spinning. A woman is DJing.","A giant mirror ball is floating in the sky, The mirror ball is spinning. A woman is DJing.",2:3,768x1152,30.0,10s,"mirror, ball, sky, woman, djing"
